lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-09-19T09:00:00+07:00,2026-09-20T09:00:00+07:00,7.190720788820589,1.3725857048243353,13.781819547164428,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-19,90.83,87.26664337856542,80.22257309135368,94.42758925846982,90.92,90.41,90.94,6.164342029759036,provisional_proxy_calibrated
2,2026-09-20T09:00:00+07:00,2026-09-21T09:00:00+07:00,6.651507580738932,2.0634760359507416,13.262551589402381,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-20,90.83,83.82199671790661,72.52524973561181,95.53494012063794,46.69,46.32,46.53,9.772723653502172,provisional_proxy_calibrated
3,2026-09-21T09:00:00+07:00,2026-09-22T09:00:00+07:00,14.229984971591335,6.020896419033357,28.949999999999996,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-21,90.83,81.71682057781986,67.32105250250761,97.48987851836151,41.47,39.55,42.0,11.716135438083638,provisional_proxy_calibrated
