lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-08-28T15:00:00+07:00,2026-08-29T15:00:00+07:00,0.5375,0.0,1.5374999999999999,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-28,0.01,0.6845752366167379,0.0,7.4454014562264,0.01,0.01,0.01,6.663402174310321,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
2,2026-08-29T15:00:00+07:00,2026-08-30T15:00:00+07:00,0.9625000000000002,0.0,2.8500000000000005,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-29,0.01,1.3786874593901628,0.0,12.558702486182801,0.02,0.01,0.02,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
3,2026-08-30T15:00:00+07:00,2026-08-31T15:00:00+07:00,0.5416666666666666,0.025,1.35,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-30,0.01,2.009298817575919,0.0,15.938803979279665,0.08,0.01,0.06,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
