lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-08-06T07:00:00+07:00,2026-08-07T07:00:00+07:00,0.4474180874833067,0.0,1.3057302984006622,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-06,22.6,21.85118371999931,15.619190058098352,28.14530642599903,23.28,23.21,23.32,6.164342029759036,provisional_proxy_calibrated
2,2026-08-07T07:00:00+07:00,2026-08-08T07:00:00+07:00,0.5419762382709369,0.036523964049257854,1.3894047507635527,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-07,22.6,21.158744496170932,11.245744204644954,31.182090863633665,39.89,39.46,39.74,9.772723653502172,provisional_proxy_calibrated
3,2026-08-08T07:00:00+07:00,2026-08-09T07:00:00+07:00,0.7055407171679354,0.0,1.6166221515038068,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-08,22.6,20.529948309879885,8.57473808690756,32.620382437466745,35.26,33.51,36.28,11.716135438083638,provisional_proxy_calibrated
