tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
10-08-2026,04:00,18.0,Cerah Berawan,89.0,5.8
10-08-2026,05:00,18.0,Cerah Berawan,89.0,5.8
10-08-2026,06:00,18.0,Cerah Berawan,89.0,5.8
10-08-2026,07:00,18.0,Cerah Berawan,89.0,5.8
10-08-2026,08:00,18.0,Cerah Berawan,89.0,5.8
10-08-2026,09:00,22.0,Berawan,66.0,6.7
10-08-2026,10:00,22.0,Berawan,66.0,6.7
10-08-2026,11:00,22.0,Berawan,66.0,6.7
10-08-2026,12:00,24.0,Hujan Ringan,66.0,10.0
10-08-2026,13:00,24.0,Hujan Ringan,66.0,10.0
10-08-2026,14:00,24.0,Hujan Ringan,66.0,10.0
10-08-2026,15:00,19.0,Cerah Berawan,94.0,5.7
10-08-2026,16:00,19.0,Cerah Berawan,94.0,5.7
10-08-2026,17:00,19.0,Cerah Berawan,94.0,5.7
10-08-2026,18:00,17.0,Berawan,96.0,5.7
10-08-2026,19:00,17.0,Berawan,96.0,5.7
10-08-2026,20:00,17.0,Berawan,96.0,5.7
10-08-2026,21:00,17.0,Berawan,93.0,3.1
10-08-2026,22:00,17.0,Berawan,93.0,3.1
10-08-2026,23:00,17.0,Berawan,93.0,3.1
