tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
15-07-2026,12:00,22.0,Cerah Berawan,67.0,7.8
15-07-2026,13:00,22.0,Cerah Berawan,67.0,7.8
15-07-2026,14:00,22.0,Cerah Berawan,67.0,7.8
15-07-2026,15:00,22.0,Cerah Berawan,67.0,7.8
15-07-2026,16:00,22.0,Cerah Berawan,67.0,7.8
15-07-2026,17:00,19.0,Cerah Berawan,86.0,3.0
15-07-2026,18:00,19.0,Cerah Berawan,86.0,3.0
15-07-2026,19:00,19.0,Cerah Berawan,86.0,3.0
15-07-2026,20:00,18.0,Cerah Berawan,90.0,1.2
15-07-2026,21:00,18.0,Cerah Berawan,90.0,1.2
15-07-2026,22:00,18.0,Cerah Berawan,90.0,1.2
15-07-2026,23:00,18.0,Cerah Berawan,90.0,1.2
