lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-09-23T09:00:00+07:00,2026-09-24T09:00:00+07:00,1.2333333333333334,0.0,3.4250000000000003,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-09-23,5.41,5.977310110945185,0.0,12.854233317869895,0.72,0.67,0.75,6.663402174310322,provisional_proxy_calibrated,3.0,0.6,2.3773101109451846,22.0,indicative_without_upstream_release_schedule
2,2026-09-24T09:00:00+07:00,2026-09-25T09:00:00+07:00,2.4375000000000004,0.0625,5.3500000000000005,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-09-24,5.41,6.643544074157384,0.0,18.03575212784849,1.16,0.9,1.31,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,3.0435440741573836,22.0,indicative_without_upstream_release_schedule
3,2026-09-25T09:00:00+07:00,2026-09-26T09:00:00+07:00,2.4041666666666672,0.0,5.7125,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-09-25,5.41,7.284932741681872,0.0,21.663312216202907,2.87,1.64,3.59,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,3.684932741681872,22.0,indicative_without_upstream_release_schedule
