tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
14-09-2026,00:00,17.0,Udara Kabur,97.0,1.3
14-09-2026,01:00,17.0,Udara Kabur,97.0,1.3
14-09-2026,02:00,17.0,Udara Kabur,97.0,1.3
14-09-2026,03:00,17.0,Berawan,97.0,2.7
14-09-2026,04:00,17.0,Berawan,97.0,2.7
14-09-2026,05:00,17.0,Berawan,97.0,2.7
14-09-2026,06:00,18.0,Udara Kabur,95.0,3.4
14-09-2026,07:00,18.0,Udara Kabur,95.0,3.4
14-09-2026,08:00,18.0,Udara Kabur,95.0,3.4
14-09-2026,09:00,22.0,Berawan,78.0,1.1
14-09-2026,10:00,22.0,Berawan,78.0,1.1
14-09-2026,11:00,22.0,Berawan,78.0,1.1
14-09-2026,12:00,20.0,Hujan Ringan,88.0,1.1
14-09-2026,13:00,20.0,Hujan Ringan,88.0,1.1
14-09-2026,14:00,20.0,Hujan Ringan,88.0,1.1
14-09-2026,15:00,19.0,Hujan Petir,95.0,1.8
14-09-2026,16:00,19.0,Hujan Petir,95.0,1.8
14-09-2026,17:00,19.0,Hujan Petir,95.0,1.8
14-09-2026,18:00,17.0,Petir,98.0,1.8
14-09-2026,19:00,17.0,Petir,98.0,1.8
14-09-2026,20:00,17.0,Petir,98.0,1.8
14-09-2026,21:00,17.0,Kabut/Asap,97.0,2.3
14-09-2026,22:00,17.0,Kabut/Asap,97.0,2.3
14-09-2026,23:00,17.0,Kabut/Asap,97.0,2.3
