jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat,temp_std,rh_std,rain_std,heat_index_std,sources_expected,coverage_fraction,gap_mean_minutes,gap_max_minutes
00:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,81.6,Tinggi,16.0,+/-0.38,98.0,+/-1.29,0.17,+/-0.26,16.0,+/-0.38,0.0,0.0,66.7,33.3,0.0,0.0,0.38,1.29,0.26,0.38,7,0.8571,0.0,0.0
01:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,81.5,Tinggi,15.64,+/-0.58,97.5,+/-1.38,0.18,+/-0.27,15.64,+/-0.58,0.0,0.0,66.7,33.3,0.0,0.0,0.58,1.38,0.27,0.58,7,0.8571,0.0,0.0
02:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,81.4,Tinggi,15.54,+/-0.67,96.83,+/-1.21,0.2,+/-0.29,15.54,+/-0.67,0.0,0.0,66.7,33.3,0.0,0.0,0.67,1.21,0.29,0.67,7,0.8571,0.0,0.0
03:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,81.5,Tinggi,15.54,+/-0.59,96.33,+/-1.49,0.1,+/-0.18,15.54,+/-0.59,0.0,0.0,66.7,33.3,0.0,0.0,0.59,1.49,0.18,0.59,7,0.8571,0.0,0.0
04:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,81.4,Tinggi,15.36,+/-0.89,96.5,+/-1.5,0.12,+/-0.19,15.36,+/-0.89,0.0,0.0,66.7,33.3,0.0,0.0,0.89,1.5,0.19,0.89,7,0.8571,0.0,0.0
05:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,86.0,Tinggi,15.75,+/-0.32,96.83,+/-1.34,0.02,+/-0.04,15.75,+/-0.32,0.0,0.0,83.3,16.7,0.0,0.0,0.32,1.34,0.04,0.32,7,0.8571,0.0,0.0
06:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,85.3,Tinggi,15.78,+/-1.55,96.83,+/-1.07,0.03,+/-0.07,15.78,+/-1.55,0.0,0.0,83.3,16.7,0.0,0.0,1.55,1.07,0.07,1.55,7,0.8571,0.0,0.0
07:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,85.4,Tinggi,16.35,+/-1.33,96.0,+/-1.29,0.05,+/-0.11,16.35,+/-1.33,0.0,0.0,83.3,16.7,0.0,0.0,1.33,1.29,0.11,1.33,7,0.8571,0.0,0.0
08:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,89.7,Tinggi,18.15,+/-0.91,91.67,+/-3.94,0.0,+/-0.0,18.15,+/-0.91,0.0,0.0,100.0,0.0,0.0,0.0,0.91,3.94,0.0,0.91,7,0.8571,0.0,0.0
09:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,85.2,Tinggi,19.63,+/-0.92,84.83,+/-5.76,0.08,+/-0.19,19.63,+/-0.92,0.0,0.0,83.3,16.7,0.0,0.0,0.92,5.76,0.19,0.92,7,0.8571,0.0,0.0
10:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,81.0,Tinggi,20.8,+/-0.96,80.17,+/-6.31,0.1,+/-0.18,20.8,+/-0.96,0.0,0.0,66.7,33.3,0.0,0.0,0.96,6.31,0.18,0.96,7,0.8571,0.0,0.0
11:00,7,6.6868,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,92.7,Tinggi,20.37,+/-0.5,82.77,+/-5.28,1.0,+/-0.93,20.37,+/-0.5,0.0,0.0,15.0,85.0,0.0,0.0,0.5,5.28,0.93,0.5,7,1.0,25.71,180.0
12:00,7,6.6868,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,96.8,Tinggi,20.02,+/-0.43,87.71,+/-2.88,1.28,+/-0.75,20.02,+/-0.43,0.0,0.0,0.0,100.0,0.0,0.0,0.43,2.88,0.75,0.43,7,1.0,17.14,120.0
13:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,90.4,Tinggi,19.55,+/-0.56,91.34,+/-2.3,2.05,+/-0.77,19.55,+/-0.56,0.0,0.0,0.0,71.2,14.4,14.4,0.56,2.3,0.77,0.56,7,1.0,8.57,60.0
14:00,7,7.2488,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,83.8,Tinggi,19.86,+/-1.15,93.35,+/-3.88,2.84,+/-1.54,19.86,+/-1.15,0.0,0.0,0.0,44.8,27.6,27.6,1.15,3.88,1.54,1.15,7,1.0,0.0,0.0
15:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,80.9,Tinggi,19.01,+/-0.56,94.46,+/-2.81,4.58,+/-3.65,19.01,+/-0.56,0.0,0.0,0.0,42.3,28.8,28.8,0.56,2.81,3.65,0.56,7,1.0,8.57,60.0
16:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,82.5,Tinggi,18.79,+/-1.1,96.14,+/-1.97,3.38,+/-1.35,18.79,+/-1.1,0.0,0.0,0.0,42.3,28.8,28.8,1.1,1.97,1.35,1.1,7,1.0,8.57,60.0
17:00,7,7.2488,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,87.8,Tinggi,17.84,+/-0.31,97.28,+/-1.72,3.18,+/-1.62,17.84,+/-0.31,0.0,0.0,0.0,58.6,27.6,13.8,0.31,1.72,1.62,0.31,7,1.0,0.0,0.0
18:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Sedang,82.9,Tinggi,17.56,+/-0.38,97.58,+/-1.6,2.58,+/-1.66,17.56,+/-0.38,0.0,0.0,0.0,42.3,43.2,14.4,0.38,1.6,1.66,0.38,7,1.0,8.57,60.0
