lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-08-25T07:00:00+07:00,2026-08-26T07:00:00+07:00,10.624859734788565,4.149999999999999,14.643870028381013,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-25,7.49,9.129159314157995,1.985789298712568,15.901193821183826,6.37,6.35,6.38,6.164342029759036,provisional_proxy_calibrated
2,2026-08-26T07:00:00+07:00,2026-08-27T07:00:00+07:00,2.6419762382709364,0.6404281078522263,5.8585485350591,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-26,7.49,9.469158735139768,0.0,20.301786059398687,6.55,6.14,6.33,9.772723653502172,provisional_proxy_calibrated
3,2026-08-27T07:00:00+07:00,2026-08-28T07:00:00+07:00,2.8914526152983573,0.0,7.307260775776871,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-27,7.49,9.827773974931814,0.0,23.21194231613663,8.79,7.01,9.54,11.716135438083638,provisional_proxy_calibrated
