tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
02-08-2026,00:00,18.0,Cerah Berawan,92.0,0.7
02-08-2026,01:00,18.0,Cerah Berawan,92.0,0.7
02-08-2026,02:00,18.0,Cerah Berawan,92.0,0.7
02-08-2026,03:00,17.0,Cerah Berawan,92.0,0.0
02-08-2026,04:00,17.0,Cerah Berawan,92.0,0.0
02-08-2026,05:00,17.0,Cerah Berawan,92.0,0.0
02-08-2026,06:00,19.0,Cerah Berawan,94.0,0.2
02-08-2026,07:00,19.0,Cerah Berawan,94.0,0.2
02-08-2026,08:00,19.0,Cerah Berawan,94.0,0.2
02-08-2026,09:00,22.0,Cerah Berawan,71.0,4.2
02-08-2026,10:00,22.0,Cerah Berawan,71.0,4.2
02-08-2026,11:00,22.0,Cerah Berawan,71.0,4.2
02-08-2026,12:00,22.0,Hujan Ringan,73.0,3.9
02-08-2026,13:00,22.0,Hujan Ringan,73.0,3.9
02-08-2026,14:00,22.0,Hujan Ringan,73.0,3.9
02-08-2026,15:00,18.0,Berawan,93.0,5.9
02-08-2026,16:00,18.0,Berawan,93.0,5.9
02-08-2026,17:00,18.0,Berawan,93.0,5.9
02-08-2026,18:00,17.0,Berawan,97.0,5.6
02-08-2026,19:00,17.0,Berawan,97.0,5.6
02-08-2026,20:00,17.0,Berawan,97.0,5.6
02-08-2026,21:00,16.0,Cerah Berawan,97.0,7.6
02-08-2026,22:00,16.0,Cerah Berawan,97.0,7.6
02-08-2026,23:00,16.0,Cerah Berawan,97.0,7.6
