source_id,provider,state,success,points,ema_success,ema_completeness,consecutive_failures,http_status,duration_ms,error
BMKG,BMKG,DEGRADED,False,0,0.2746,0.2746,3,,42158,The read operation timed out
CMA,Open-Meteo / CMA GRAPES,ACTIVE,True,24,1.0,1.0,0,200,81,
ECMWF,Open-Meteo / ECMWF,ACTIVE,True,24,1.0,1.0,0,200,68,
GFS,Open-Meteo / NOAA GFS,ACTIVE,True,24,1.0,1.0,0,200,68,
ICON,Open-Meteo / DWD ICON,ACTIVE,True,24,1.0,1.0,0,200,106,
METEOFRANCE,Open-Meteo / Meteo-France,ACTIVE,True,24,1.0,1.0,0,200,64,
UKMO,Open-Meteo / UK Met Office,ACTIVE,True,24,1.0,1.0,0,200,68,
