tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
09-08-2026,07:00,22.0,Berawan,70.0,6.8
09-08-2026,08:00,22.0,Berawan,70.0,6.8
09-08-2026,09:00,22.0,Berawan,70.0,6.8
09-08-2026,10:00,22.0,Berawan,70.0,6.8
09-08-2026,11:00,22.0,Berawan,70.0,6.8
09-08-2026,12:00,23.0,Berawan,69.0,7.7
09-08-2026,13:00,23.0,Berawan,69.0,7.7
09-08-2026,14:00,23.0,Berawan,69.0,7.7
09-08-2026,15:00,22.0,Berawan,75.0,6.7
09-08-2026,16:00,22.0,Berawan,75.0,6.7
09-08-2026,17:00,22.0,Berawan,75.0,6.7
09-08-2026,18:00,18.0,Cerah,95.0,7.3
09-08-2026,19:00,18.0,Cerah,95.0,7.3
09-08-2026,20:00,18.0,Cerah,95.0,7.3
09-08-2026,21:00,16.0,Berawan,98.0,5.4
09-08-2026,22:00,16.0,Berawan,98.0,5.4
09-08-2026,23:00,16.0,Berawan,98.0,5.4
