lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-07-24T16:00:00+07:00,2026-07-25T16:00:00+07:00,0.27499999999999997,0.0,0.6875,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-24,1.19,1.8007484417342472,0.0,8.504338034730548,1.21,1.2,1.22,6.663402174310322,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
2,2026-07-25T16:00:00+07:00,2026-07-26T16:00:00+07:00,0.32083333333333336,0.0,0.7125000000000001,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-25,1.19,2.396163042250625,0.0,13.375066792498163,1.97,1.95,1.98,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
3,2026-07-26T16:00:00+07:00,2026-07-27T16:00:00+07:00,0.24166666666666667,0.0,0.6,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-26,1.19,2.964562885011545,0.0,16.65563553134571,1.58,1.42,1.66,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
