lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-08-21T10:00:00+07:00,2026-08-22T10:00:00+07:00,0.19583333333333333,0.0,0.5750000000000001,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-21,0.01,0.6512886878061299,0.0,7.351630812625785,0.02,0.01,0.03,6.663402174310322,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
2,2026-08-22T10:00:00+07:00,2026-08-23T10:00:00+07:00,0.17500000000000002,0.0,0.4625,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-22,0.01,1.2697585509957263,0.0,12.235371770730644,0.04,0.04,0.05,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
3,2026-08-23T10:00:00+07:00,2026-08-24T10:00:00+07:00,0.016666666666666666,0.0,0.05,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-23,0.01,1.85275351902652,0.0,15.499303669649207,0.07,0.04,0.09,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
