tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
27-09-2026,00:00,17.0,Berawan,96.0,3.7
27-09-2026,01:00,17.0,Berawan,96.0,3.7
27-09-2026,02:00,17.0,Berawan,96.0,6.6
27-09-2026,03:00,17.0,Berawan,96.0,6.6
27-09-2026,04:00,17.0,Berawan,96.0,6.6
27-09-2026,05:00,17.0,Cerah,93.0,4.6
27-09-2026,06:00,17.0,Cerah,93.0,4.6
27-09-2026,07:00,17.0,Cerah,93.0,4.6
27-09-2026,08:00,21.0,Cerah,78.0,7.7
27-09-2026,09:00,21.0,Cerah,78.0,7.7
27-09-2026,10:00,21.0,Cerah,78.0,7.7
27-09-2026,11:00,19.0,Hujan Ringan,89.0,7.9
27-09-2026,12:00,19.0,Hujan Ringan,89.0,7.9
27-09-2026,13:00,19.0,Hujan Ringan,89.0,7.9
27-09-2026,14:00,19.0,Hujan Ringan,95.0,6.0
27-09-2026,15:00,19.0,Hujan Ringan,95.0,6.0
27-09-2026,16:00,19.0,Hujan Ringan,95.0,6.0
27-09-2026,17:00,17.0,Berawan,98.0,6.4
27-09-2026,18:00,17.0,Berawan,98.0,6.4
27-09-2026,19:00,17.0,Berawan,98.0,6.4
27-09-2026,20:00,17.0,Berawan,97.0,5.2
27-09-2026,21:00,17.0,Berawan,97.0,5.2
27-09-2026,22:00,17.0,Berawan,97.0,5.2
27-09-2026,23:00,17.0,Berawan,97.0,5.2
