tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
07-09-2026,00:00,17.0,Berawan,91.0,0.3
07-09-2026,01:00,17.0,Berawan,91.0,0.3
07-09-2026,02:00,17.0,Berawan,91.0,0.3
07-09-2026,03:00,17.0,Berawan,91.0,0.3
07-09-2026,04:00,16.0,Cerah Berawan,91.0,0.3
07-09-2026,05:00,16.0,Cerah Berawan,91.0,0.3
07-09-2026,06:00,16.0,Cerah Berawan,91.0,0.3
07-09-2026,07:00,20.0,Cerah Berawan,87.0,0.3
07-09-2026,08:00,20.0,Cerah Berawan,87.0,0.3
07-09-2026,09:00,20.0,Cerah Berawan,87.0,0.3
07-09-2026,10:00,23.0,Berawan,69.0,4.1
07-09-2026,11:00,23.0,Berawan,69.0,4.1
07-09-2026,12:00,23.0,Berawan,69.0,4.1
07-09-2026,13:00,21.0,Hujan Ringan,82.0,4.1
07-09-2026,14:00,21.0,Hujan Ringan,82.0,4.1
07-09-2026,15:00,21.0,Hujan Ringan,82.0,4.1
07-09-2026,16:00,19.0,Hujan Ringan,93.0,2.3
07-09-2026,17:00,19.0,Hujan Ringan,93.0,2.3
07-09-2026,18:00,19.0,Hujan Ringan,93.0,2.3
07-09-2026,19:00,17.0,Cerah Berawan,98.0,2.3
07-09-2026,20:00,17.0,Cerah Berawan,98.0,2.3
07-09-2026,21:00,17.0,Cerah Berawan,98.0,2.3
07-09-2026,22:00,17.0,Berawan,94.0,0.7
07-09-2026,23:00,17.0,Berawan,94.0,0.7
