tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
03-08-2026,04:00,18.0,Berawan,97.0,1.3
03-08-2026,05:00,18.0,Berawan,97.0,1.3
03-08-2026,06:00,18.0,Berawan,97.0,1.3
03-08-2026,07:00,18.0,Berawan,97.0,1.3
03-08-2026,08:00,18.0,Berawan,97.0,1.3
03-08-2026,09:00,22.0,Hujan Ringan,82.0,6.9
03-08-2026,10:00,22.0,Hujan Ringan,82.0,6.9
03-08-2026,11:00,22.0,Hujan Ringan,82.0,6.9
03-08-2026,12:00,19.0,Hujan Ringan,93.0,8.2
03-08-2026,13:00,19.0,Hujan Ringan,93.0,8.2
03-08-2026,14:00,19.0,Hujan Ringan,93.0,8.2
03-08-2026,15:00,19.0,Berawan,93.0,8.5
03-08-2026,16:00,19.0,Berawan,93.0,8.5
03-08-2026,17:00,19.0,Berawan,93.0,8.5
03-08-2026,18:00,17.0,Cerah Berawan,97.0,8.0
03-08-2026,19:00,17.0,Cerah Berawan,97.0,8.0
03-08-2026,20:00,17.0,Cerah Berawan,97.0,8.0
03-08-2026,21:00,17.0,Cerah Berawan,97.0,10.2
03-08-2026,22:00,17.0,Cerah Berawan,97.0,10.2
03-08-2026,23:00,17.0,Cerah Berawan,97.0,10.2
