tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
26-09-2026,00:00,17.0,Berawan,96.0,1.9
26-09-2026,01:00,17.0,Berawan,96.0,1.9
26-09-2026,02:00,17.0,Berawan,96.0,1.9
26-09-2026,03:00,17.0,Berawan,91.0,2.6
26-09-2026,04:00,17.0,Berawan,91.0,2.6
26-09-2026,05:00,17.0,Berawan,91.0,2.6
26-09-2026,06:00,19.0,Cerah Berawan,92.0,0.6
26-09-2026,07:00,19.0,Cerah Berawan,92.0,0.6
26-09-2026,08:00,19.0,Cerah Berawan,92.0,0.6
26-09-2026,09:00,23.0,Petir,71.0,8.0
26-09-2026,10:00,23.0,Petir,71.0,8.0
26-09-2026,11:00,23.0,Petir,71.0,8.0
26-09-2026,12:00,19.0,Petir,94.0,8.0
26-09-2026,13:00,19.0,Petir,94.0,8.0
26-09-2026,14:00,19.0,Petir,94.0,8.0
26-09-2026,15:00,20.0,Cerah Berawan,89.0,4.4
26-09-2026,16:00,20.0,Cerah Berawan,89.0,4.4
26-09-2026,17:00,20.0,Cerah Berawan,89.0,4.4
26-09-2026,18:00,18.0,Cerah Berawan,97.0,4.4
26-09-2026,19:00,18.0,Cerah Berawan,97.0,4.4
26-09-2026,20:00,18.0,Cerah Berawan,97.0,4.4
26-09-2026,21:00,17.0,Berawan,96.0,4.3
26-09-2026,22:00,17.0,Berawan,96.0,4.3
26-09-2026,23:00,17.0,Berawan,96.0,4.3
