lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-09-22T07:00:00+07:00,2026-09-23T07:00:00+07:00,21.897623617907485,15.751311941712341,31.125480113524056,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-22,41.27,42.71539817653898,35.62170610890726,50.27503371490737,39.47,39.46,39.46,6.164342029759036,provisional_proxy_calibrated
2,2026-09-23T07:00:00+07:00,2026-09-24T07:00:00+07:00,15.374719730791492,1.4999999999999996,31.7298464806012,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-23,41.27,43.093280290788556,30.345510879124515,56.655858387342846,37.8,35.94,38.36,9.772723653502172,provisional_proxy_calibrated
3,2026-09-24T07:00:00+07:00,2026-09-25T07:00:00+07:00,18.502903910608467,5.366917956479529,38.909948826867065,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-24,41.27,43.92292302001689,27.412703050703463,62.30158071821257,38.73,35.06,41.37,11.716135438083638,provisional_proxy_calibrated
