lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-08-30T14:00:00+07:00,2026-08-31T14:00:00+07:00,0.8044325737343483,0.0,1.9632977212030451,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-30,7.47,7.625390341320436,1.339414479394784,13.96495800645696,7.04,7.02,7.04,6.164342029759036,provisional_proxy_calibrated
2,2026-08-31T14:00:00+07:00,2026-09-01T14:00:00+07:00,4.217943541314361,0.9443322516551946,8.549999999999999,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-31,7.47,8.288186832404289,0.0,18.8813158542547,5.9,5.9,5.9,9.772723653502172,provisional_proxy_calibrated
3,2026-09-01T14:00:00+07:00,2026-09-02T14:00:00+07:00,18.770986599716533,8.302140539261131,29.955120236515736,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-01,7.47,11.114223461442428,0.0,25.29575334247658,4.99,4.95,5.0,11.716135438083638,provisional_proxy_calibrated
