lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-07-22T07:00:00+07:00,2026-07-23T07:00:00+07:00,13.200037468257165,5.521396728328179,25.37871567644332,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-07-22,6.55,8.631360730055654,1.305973599036581,16.637173816001606,13.21,12.9,13.13,6.164342029759036,provisional_proxy_calibrated
2,2026-07-23T07:00:00+07:00,2026-07-24T07:00:00+07:00,9.423603710159489,4.749914711445113,16.9,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-07-23,6.55,10.024746398095635,0.0,22.665925191893123,10.74,10.04,10.36,9.772723653502172,provisional_proxy_calibrated
3,2026-07-24T07:00:00+07:00,2026-07-25T07:00:00+07:00,9.547140638483052,3.299999999999999,15.307123779215917,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-07-24,6.55,11.358510645084145,0.0,26.65284493229717,12.78,10.42,13.74,11.716135438083638,provisional_proxy_calibrated
