lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-07-19T07:00:00+07:00,2026-07-20T07:00:00+07:00,19.272284876597418,9.756421617783394,27.21043301200886,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-07-19,3.95,7.095617897876164,0.0,14.460243717156677,4.56,3.94,4.16,6.164342029759036,provisional_proxy_calibrated
2,2026-07-20T07:00:00+07:00,2026-07-21T07:00:00+07:00,9.298977464505379,2.7205278334437235,16.93690089876855,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-07-20,3.95,8.556459982331777,0.0,20.61690640919307,5.4,5.34,5.43,9.772723653502172,provisional_proxy_calibrated
3,2026-07-21T07:00:00+07:00,2026-07-22T07:00:00+07:00,11.750168944867847,3.8999999999999995,19.015239640492574,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-07-21,3.95,10.30584182202342,0.0,25.279653794523938,7.24,5.54,7.23,11.716135438083638,provisional_proxy_calibrated
