lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-08-30T07:00:00+07:00,2026-08-31T07:00:00+07:00,0.8403288973104934,0.0,1.7709866919314805,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-30,7.47,7.630818027294154,1.339414479394784,13.935879711740949,7.04,7.02,7.04,6.164342029759036,provisional_proxy_calibrated
2,2026-08-31T07:00:00+07:00,2026-09-01T07:00:00+07:00,3.3872451729890742,0.8499999999999995,6.389149814142889,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-31,7.47,8.167704172955824,0.0,18.527141311993418,5.9,5.9,5.9,9.772723653502172,provisional_proxy_calibrated
3,2026-09-01T07:00:00+07:00,2026-09-02T07:00:00+07:00,18.836611464406502,7.583515121701983,31.94118197729081,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-01,7.47,11.010434053260331,0.0,25.26178298977566,4.99,4.95,5.0,11.716135438083638,provisional_proxy_calibrated
