lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-09-14T14:00:00+07:00,2026-09-15T14:00:00+07:00,40.36069191982986,12.592106423839176,84.19722666035491,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-14,27.12,32.15225105520774,21.789173695719143,44.944874787487585,30.45,29.55,30.22,6.164342029759036,provisional_proxy_calibrated
2,2026-09-15T14:00:00+07:00,2026-09-16T14:00:00+07:00,62.99288837132957,34.0185109839116,112.99999999999999,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-15,27.12,40.32380688156017,22.20723768452807,63.913639294455024,40.64,35.56,43.06,9.772723653502172,provisional_proxy_calibrated
3,2026-09-16T14:00:00+07:00,2026-09-17T14:00:00+07:00,33.853782228466635,10.049999999999999,65.82944495409245,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-09-16,27.12,43.63020109935474,20.43986004930433,73.22186266002343,48.11,37.02,57.21,11.716135438083638,provisional_proxy_calibrated
