lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-07-31T12:00:00+07:00,2026-08-01T12:00:00+07:00,2.6,0.15000000000000002,6.725,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-31,0.58,1.4370341941948432,0.0,8.502310555364945,0.48,0.41,0.52,6.663402174310321,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
2,2026-08-01T12:00:00+07:00,2026-08-02T12:00:00+07:00,1.5041666666666667,0.05,3.325,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-01,0.58,2.1595247242404625,0.0,13.627625357861568,1.53,1.48,1.56,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
3,2026-08-02T12:00:00+07:00,2026-08-03T12:00:00+07:00,1.4375,0.0,3.8375,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-02,0.58,2.852098777291019,0.0,17.215417054802018,2.08,1.62,2.38,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
