lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-08-03T12:00:00+07:00,2026-08-04T12:00:00+07:00,18.33080026555244,10.069058495740663,31.243170593602226,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-03,10.19,12.84260682487864,5.429052189060878,20.95935746741207,16.03,15.67,16.03,6.164342029759036,provisional_proxy_calibrated
2,2026-08-04T12:00:00+07:00,2026-08-05T12:00:00+07:00,1.9120371984969065,0.0,4.086111595490721,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-04,10.19,12.863560444157006,1.6227145521005628,24.80770772476327,17.8,15.82,17.31,9.772723653502172,provisional_proxy_calibrated
3,2026-08-05T12:00:00+07:00,2026-08-06T12:00:00+07:00,2.751716861632818,0.0,7.7147224770462275,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-05,10.19,13.010299934016595,0.0,27.52626552555674,22.17,17.99,23.72,11.716135438083638,provisional_proxy_calibrated
