lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-07-29T16:00:00+07:00,2026-07-30T16:00:00+07:00,2.5708333333333333,0.3375,6.7625,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-29,1.03,1.8696046575520282,0.0,8.941375955075419,0.93,0.92,0.94,6.663402174310322,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
2,2026-07-30T16:00:00+07:00,2026-07-31T16:00:00+07:00,2.0416666666666665,0.5499999999999999,3.1375,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-30,1.03,2.630437636880458,0.0,14.034190222580754,0.58,0.58,0.58,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
3,2026-07-31T16:00:00+07:00,2026-08-01T16:00:00+07:00,1.9083333333333339,0.17500000000000002,3.9000000000000004,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-31,1.03,3.3536162256908195,0.0,17.614890991119353,0.47,0.41,0.52,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
