lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-07-31T07:00:00+07:00,2026-08-01T07:00:00+07:00,15.903296000782467,5.559973290902283,30.95520552507062,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-07-31,7.83,10.248176510169102,2.519877450800532,18.688435125907873,7.96,7.91,8.02,6.164342029759036,provisional_proxy_calibrated
2,2026-08-01T07:00:00+07:00,2026-08-02T07:00:00+07:00,29.240877944667925,19.54387002838101,37.98955179048332,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-01,7.83,14.547167065192665,1.832141015801751,27.790751995370535,7.92,7.85,7.93,9.772723653502172,provisional_proxy_calibrated
3,2026-08-02T07:00:00+07:00,2026-08-03T07:00:00+07:00,18.47113613347945,2.549999999999999,35.927431948218164,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-02,7.83,16.97614401017808,0.07570013794875585,34.60756766952465,8.95,7.75,9.51,11.716135438083638,provisional_proxy_calibrated
