lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-07-29T07:00:00+07:00,2026-07-30T07:00:00+07:00,24.892459620445475,7.6539041438029685,55.5,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-07-29,9.38,13.070276937086936,4.299387594223591,23.86261707522332,9.06,9.05,9.07,6.164342029759036,provisional_proxy_calibrated
2,2026-07-30T07:00:00+07:00,2026-07-31T07:00:00+07:00,20.10042451910403,10.45,33.73704365192277,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-07-30,9.38,15.828602894127085,2.136618133371316,32.03117441333302,7.83,7.79,7.87,9.772723653502172,provisional_proxy_calibrated
3,2026-07-31T07:00:00+07:00,2026-08-01T07:00:00+07:00,23.820192798361642,4.463476035950741,54.15,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-07-31,9.38,18.994371540343575,0.6523934873045345,41.36503566249489,8.23,7.54,8.49,11.716135438083638,provisional_proxy_calibrated
