lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-07-29T07:00:00+07:00,2026-07-30T07:00:00+07:00,2.4625,0.12499999999999999,6.7124999999999995,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-29,1.03,1.8590503859779328,0.0,8.936504752810453,0.93,0.92,0.94,6.663402174310322,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
2,2026-07-30T07:00:00+07:00,2026-07-31T07:00:00+07:00,2.0416666666666665,0.6125,3.55,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-30,1.03,2.6202255113834902,0.0,14.069664352575824,0.58,0.58,0.58,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
3,2026-07-31T07:00:00+07:00,2026-08-01T07:00:00+07:00,1.6958333333333335,0.11249999999999999,4.5125,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-31,1.03,3.323032545027862,0.0,17.70888735624049,0.47,0.41,0.52,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
