tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
06-09-2026,06:00,28.0,Cerah,52.0,5.7
06-09-2026,07:00,28.0,Cerah,52.0,5.7
06-09-2026,08:00,28.0,Cerah,52.0,5.7
06-09-2026,09:00,28.0,Cerah,52.0,5.7
06-09-2026,10:00,28.0,Cerah,52.0,5.7
06-09-2026,11:00,32.0,Cerah,42.0,12.9
06-09-2026,12:00,32.0,Cerah,42.0,12.9
06-09-2026,13:00,32.0,Cerah,42.0,12.9
06-09-2026,14:00,30.0,Cerah Berawan,47.0,8.3
06-09-2026,15:00,30.0,Cerah Berawan,47.0,8.3
06-09-2026,16:00,30.0,Cerah Berawan,47.0,8.3
06-09-2026,17:00,26.0,Cerah,68.0,8.3
06-09-2026,18:00,26.0,Cerah,68.0,8.3
06-09-2026,19:00,26.0,Cerah,68.0,8.3
06-09-2026,20:00,24.0,Cerah,76.0,8.8
06-09-2026,21:00,24.0,Cerah,76.0,8.8
06-09-2026,22:00,24.0,Cerah,76.0,8.8
06-09-2026,23:00,24.0,Cerah,76.0,8.8
