tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
29-08-2026,00:00,22.0,Udara Kabur,86.0,7.9
29-08-2026,01:00,22.0,Udara Kabur,86.0,7.9
29-08-2026,02:00,21.0,Kabut/Asap,86.0,6.8
29-08-2026,03:00,21.0,Kabut/Asap,86.0,6.8
29-08-2026,04:00,21.0,Kabut/Asap,86.0,6.8
29-08-2026,05:00,22.0,Kabut/Asap,82.0,4.3
29-08-2026,06:00,22.0,Kabut/Asap,82.0,4.3
29-08-2026,07:00,22.0,Kabut/Asap,82.0,4.3
29-08-2026,08:00,28.0,Cerah,57.0,6.7
29-08-2026,09:00,28.0,Cerah,57.0,6.7
29-08-2026,10:00,28.0,Cerah,57.0,6.7
29-08-2026,11:00,31.0,Cerah,47.0,7.0
29-08-2026,12:00,31.0,Cerah,47.0,7.0
29-08-2026,13:00,31.0,Cerah,47.0,7.0
29-08-2026,14:00,30.0,Cerah,49.0,8.6
29-08-2026,15:00,30.0,Cerah,49.0,8.6
29-08-2026,16:00,30.0,Cerah,49.0,8.6
29-08-2026,17:00,27.0,Cerah,63.0,1.6
29-08-2026,18:00,27.0,Cerah,63.0,1.6
29-08-2026,19:00,27.0,Cerah,63.0,1.6
29-08-2026,20:00,24.0,Cerah,82.0,6.0
29-08-2026,21:00,24.0,Cerah,82.0,6.0
29-08-2026,22:00,24.0,Cerah,82.0,6.0
29-08-2026,23:00,24.0,Cerah,82.0,6.0
