tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
03-09-2026,00:00,23.0,Udara Kabur,95.0,0.8
03-09-2026,01:00,23.0,Udara Kabur,95.0,0.8
03-09-2026,02:00,23.0,Udara Kabur,95.0,0.8
03-09-2026,03:00,22.0,Cerah Berawan,94.0,1.4
03-09-2026,04:00,22.0,Cerah Berawan,94.0,1.4
03-09-2026,05:00,22.0,Cerah Berawan,94.0,1.4
03-09-2026,06:00,24.0,Udara Kabur,89.0,1.2
03-09-2026,07:00,24.0,Udara Kabur,89.0,1.2
03-09-2026,08:00,24.0,Udara Kabur,89.0,1.2
03-09-2026,09:00,31.0,Cerah,66.0,8.0
03-09-2026,10:00,31.0,Cerah,66.0,8.0
03-09-2026,11:00,31.0,Cerah,66.0,8.0
03-09-2026,12:00,34.0,Cerah,53.0,8.0
03-09-2026,13:00,34.0,Cerah,53.0,8.0
03-09-2026,14:00,34.0,Cerah,53.0,8.0
03-09-2026,15:00,31.0,Cerah,55.0,4.2
03-09-2026,16:00,31.0,Cerah,55.0,4.2
03-09-2026,17:00,31.0,Cerah,55.0,4.2
03-09-2026,18:00,24.0,Cerah,76.0,4.2
03-09-2026,19:00,24.0,Cerah,76.0,4.2
03-09-2026,20:00,24.0,Cerah,76.0,4.2
03-09-2026,21:00,22.0,Cerah,83.0,6.9
03-09-2026,22:00,22.0,Cerah,83.0,6.9
03-09-2026,23:00,22.0,Cerah,83.0,6.9
