tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
10-08-2026,00:00,21.0,Udara Kabur,90.0,7.3
10-08-2026,01:00,21.0,Udara Kabur,90.0,7.3
10-08-2026,02:00,21.0,Udara Kabur,90.0,7.3
10-08-2026,03:00,20.0,Udara Kabur,91.0,8.5
10-08-2026,04:00,20.0,Udara Kabur,91.0,8.5
10-08-2026,05:00,20.0,Udara Kabur,91.0,8.5
10-08-2026,06:00,24.0,Udara Kabur,71.0,6.0
10-08-2026,07:00,24.0,Udara Kabur,71.0,6.0
10-08-2026,08:00,24.0,Udara Kabur,71.0,6.0
10-08-2026,09:00,29.0,Cerah,55.0,5.6
10-08-2026,10:00,29.0,Cerah,55.0,5.6
10-08-2026,11:00,29.0,Cerah,55.0,5.6
10-08-2026,12:00,32.0,Cerah,48.0,9.1
10-08-2026,13:00,32.0,Cerah,48.0,9.1
10-08-2026,14:00,32.0,Cerah,48.0,9.1
10-08-2026,15:00,32.0,Cerah,51.0,8.2
10-08-2026,16:00,32.0,Cerah,51.0,8.2
10-08-2026,17:00,32.0,Cerah,51.0,8.2
10-08-2026,18:00,25.0,Cerah,69.0,3.3
10-08-2026,19:00,25.0,Cerah,69.0,3.3
10-08-2026,20:00,25.0,Cerah,69.0,3.3
10-08-2026,21:00,23.0,Berawan,86.0,6.3
10-08-2026,22:00,23.0,Berawan,86.0,6.3
10-08-2026,23:00,23.0,Berawan,86.0,6.3
