tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
09-08-2026,00:00,19.0,Cerah Berawan,80.0,11.9
09-08-2026,01:00,19.0,Cerah Berawan,80.0,11.9
09-08-2026,02:00,19.0,Cerah Berawan,80.0,11.9
09-08-2026,03:00,17.0,Udara Kabur,83.0,11.3
09-08-2026,04:00,17.0,Udara Kabur,83.0,11.3
09-08-2026,05:00,17.0,Udara Kabur,83.0,11.3
09-08-2026,06:00,23.0,Udara Kabur,68.0,9.3
09-08-2026,07:00,23.0,Udara Kabur,68.0,9.3
09-08-2026,08:00,23.0,Udara Kabur,68.0,9.3
09-08-2026,09:00,29.0,Cerah,47.0,4.9
09-08-2026,10:00,29.0,Cerah,47.0,4.9
09-08-2026,11:00,29.0,Cerah,47.0,4.9
09-08-2026,12:00,32.0,Cerah,49.0,8.7
09-08-2026,13:00,32.0,Cerah,49.0,8.7
09-08-2026,14:00,32.0,Cerah,49.0,8.7
09-08-2026,15:00,29.0,Cerah,52.0,9.0
09-08-2026,16:00,29.0,Cerah,52.0,9.0
09-08-2026,17:00,29.0,Cerah,52.0,9.0
09-08-2026,18:00,24.0,Cerah,70.0,1.8
09-08-2026,19:00,24.0,Cerah,70.0,1.8
09-08-2026,20:00,24.0,Cerah,70.0,1.8
09-08-2026,21:00,22.0,Cerah,86.0,1.7
09-08-2026,22:00,22.0,Cerah,86.0,1.7
09-08-2026,23:00,22.0,Cerah,86.0,1.7
