tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
26-07-2026,00:00,22.0,Berawan,93.0,1.5
26-07-2026,01:00,22.0,Berawan,93.0,1.5
26-07-2026,02:00,22.0,Berawan,93.0,1.5
26-07-2026,03:00,22.0,Cerah Berawan,93.0,1.2
26-07-2026,04:00,22.0,Cerah Berawan,93.0,1.2
26-07-2026,05:00,22.0,Cerah Berawan,93.0,1.2
26-07-2026,06:00,23.0,Cerah Berawan,85.0,0.5
26-07-2026,07:00,23.0,Cerah Berawan,85.0,0.5
26-07-2026,08:00,23.0,Cerah Berawan,85.0,0.5
26-07-2026,09:00,27.0,Berawan,62.0,8.0
26-07-2026,10:00,27.0,Berawan,62.0,8.0
26-07-2026,11:00,27.0,Berawan,62.0,8.0
26-07-2026,12:00,28.0,Berawan,57.0,8.0
26-07-2026,13:00,28.0,Berawan,57.0,8.0
26-07-2026,14:00,28.0,Berawan,57.0,8.0
26-07-2026,15:00,26.0,Cerah,67.0,3.8
26-07-2026,16:00,26.0,Cerah,67.0,3.8
26-07-2026,17:00,26.0,Cerah,67.0,3.8
26-07-2026,18:00,24.0,Cerah,85.0,3.8
26-07-2026,19:00,24.0,Cerah,85.0,3.8
26-07-2026,20:00,24.0,Cerah,85.0,3.8
26-07-2026,21:00,22.0,Berawan,88.0,2.5
26-07-2026,22:00,22.0,Berawan,88.0,2.5
26-07-2026,23:00,22.0,Berawan,88.0,2.5
