tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
16-09-2026,06:00,29.0,Cerah Berawan,41.0,9.2
16-09-2026,07:00,29.0,Cerah Berawan,41.0,9.2
16-09-2026,08:00,29.0,Cerah Berawan,41.0,9.2
16-09-2026,09:00,29.0,Cerah Berawan,41.0,9.2
16-09-2026,10:00,29.0,Cerah Berawan,41.0,9.2
16-09-2026,11:00,31.0,Berawan,40.0,10.1
16-09-2026,12:00,31.0,Berawan,40.0,10.1
16-09-2026,13:00,31.0,Berawan,40.0,10.1
16-09-2026,14:00,31.0,Cerah,39.0,7.7
16-09-2026,15:00,31.0,Cerah,39.0,7.7
16-09-2026,16:00,31.0,Cerah,39.0,7.7
16-09-2026,17:00,28.0,Cerah Berawan,50.0,3.0
16-09-2026,18:00,28.0,Cerah Berawan,50.0,3.0
16-09-2026,19:00,28.0,Cerah Berawan,50.0,3.0
16-09-2026,20:00,24.0,Cerah,73.0,5.6
16-09-2026,21:00,24.0,Cerah,73.0,5.6
16-09-2026,22:00,24.0,Cerah,73.0,5.6
16-09-2026,23:00,24.0,Cerah,73.0,5.6
