tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
12-08-2026,04:00,24.0,Cerah,78.0,4.9
12-08-2026,05:00,24.0,Cerah,78.0,4.9
12-08-2026,06:00,24.0,Cerah,78.0,4.9
12-08-2026,07:00,24.0,Cerah,78.0,4.9
12-08-2026,08:00,24.0,Cerah,78.0,4.9
12-08-2026,09:00,29.0,Cerah Berawan,55.0,7.2
12-08-2026,10:00,29.0,Cerah Berawan,55.0,7.2
12-08-2026,11:00,29.0,Cerah Berawan,55.0,7.2
12-08-2026,12:00,31.0,Cerah Berawan,47.0,10.4
12-08-2026,13:00,31.0,Cerah Berawan,47.0,10.4
12-08-2026,14:00,31.0,Cerah Berawan,47.0,10.4
12-08-2026,15:00,29.0,Cerah,54.0,8.9
12-08-2026,16:00,29.0,Cerah,54.0,8.9
12-08-2026,17:00,29.0,Cerah,54.0,8.9
12-08-2026,18:00,25.0,Cerah Berawan,78.0,5.8
12-08-2026,19:00,25.0,Cerah Berawan,78.0,5.8
12-08-2026,20:00,25.0,Cerah Berawan,78.0,5.8
12-08-2026,21:00,24.0,Cerah Berawan,85.0,1.7
12-08-2026,22:00,24.0,Cerah Berawan,85.0,1.7
12-08-2026,23:00,24.0,Cerah Berawan,85.0,1.7
