tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
20-09-2026,00:00,22.0,Udara Kabur,96.0,3.5
20-09-2026,01:00,22.0,Udara Kabur,96.0,3.5
20-09-2026,02:00,22.0,Udara Kabur,96.0,3.5
20-09-2026,03:00,22.0,Udara Kabur,96.0,3.5
20-09-2026,04:00,21.0,Udara Kabur,95.0,3.1
20-09-2026,05:00,21.0,Udara Kabur,95.0,3.1
20-09-2026,06:00,21.0,Udara Kabur,95.0,3.1
20-09-2026,07:00,27.0,Udara Kabur,73.0,3.1
20-09-2026,08:00,27.0,Udara Kabur,73.0,3.1
20-09-2026,09:00,27.0,Udara Kabur,73.0,3.1
20-09-2026,10:00,30.0,Cerah,61.0,10.0
20-09-2026,11:00,30.0,Cerah,61.0,10.0
20-09-2026,12:00,30.0,Cerah,61.0,10.0
20-09-2026,13:00,30.0,Cerah,64.0,10.0
20-09-2026,14:00,30.0,Cerah,64.0,10.0
20-09-2026,15:00,30.0,Cerah,64.0,10.0
20-09-2026,16:00,25.0,Udara Kabur,93.0,2.3
20-09-2026,17:00,25.0,Udara Kabur,93.0,2.3
20-09-2026,18:00,25.0,Udara Kabur,93.0,2.3
20-09-2026,19:00,24.0,Udara Kabur,97.0,2.3
20-09-2026,20:00,24.0,Udara Kabur,97.0,2.3
20-09-2026,21:00,24.0,Udara Kabur,97.0,2.3
20-09-2026,22:00,23.0,Udara Kabur,97.0,3.2
20-09-2026,23:00,23.0,Udara Kabur,97.0,3.2
