tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
16-08-2026,00:00,23.0,Berawan,90.0,2.3
16-08-2026,01:00,23.0,Berawan,90.0,2.3
16-08-2026,02:00,22.0,Udara Kabur,92.0,2.2
16-08-2026,03:00,22.0,Udara Kabur,92.0,2.2
16-08-2026,04:00,22.0,Udara Kabur,92.0,2.2
16-08-2026,05:00,23.0,Cerah,87.0,2.2
16-08-2026,06:00,23.0,Cerah,87.0,2.2
16-08-2026,07:00,23.0,Cerah,87.0,2.2
16-08-2026,08:00,29.0,Cerah,61.0,6.8
16-08-2026,09:00,29.0,Cerah,61.0,6.8
16-08-2026,10:00,29.0,Cerah,61.0,6.8
16-08-2026,11:00,31.0,Cerah,55.0,8.9
16-08-2026,12:00,31.0,Cerah,55.0,8.9
16-08-2026,13:00,31.0,Cerah,55.0,8.9
16-08-2026,14:00,29.0,Cerah,62.0,7.2
16-08-2026,15:00,29.0,Cerah,62.0,7.2
16-08-2026,16:00,29.0,Cerah,62.0,7.2
16-08-2026,17:00,25.0,Cerah,83.0,0.9
16-08-2026,18:00,25.0,Cerah,83.0,0.9
16-08-2026,19:00,25.0,Cerah,83.0,0.9
16-08-2026,20:00,24.0,Cerah,90.0,3.7
16-08-2026,21:00,24.0,Cerah,90.0,3.7
16-08-2026,22:00,24.0,Cerah,90.0,3.7
16-08-2026,23:00,24.0,Cerah,90.0,3.7
