tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
06-08-2026,00:00,20.0,Kabut/Asap,94.0,2.1
06-08-2026,01:00,20.0,Kabut/Asap,94.0,2.1
06-08-2026,02:00,20.0,Kabut/Asap,94.0,2.1
06-08-2026,03:00,20.0,Kabut/Asap,94.0,2.1
06-08-2026,04:00,20.0,Udara Kabur,93.0,2.6
06-08-2026,05:00,20.0,Udara Kabur,93.0,2.6
06-08-2026,06:00,20.0,Udara Kabur,93.0,2.6
06-08-2026,07:00,26.0,Cerah,71.0,6.3
06-08-2026,08:00,26.0,Cerah,71.0,6.3
06-08-2026,09:00,26.0,Cerah,71.0,6.3
06-08-2026,10:00,29.0,Udara Kabur,57.0,7.5
06-08-2026,11:00,29.0,Udara Kabur,57.0,7.5
06-08-2026,12:00,29.0,Udara Kabur,57.0,7.5
06-08-2026,13:00,30.0,Cerah Berawan,53.0,5.6
06-08-2026,14:00,30.0,Cerah Berawan,53.0,5.6
06-08-2026,15:00,30.0,Cerah Berawan,53.0,5.6
06-08-2026,16:00,26.0,Cerah Berawan,69.0,5.6
06-08-2026,17:00,26.0,Cerah Berawan,69.0,5.6
06-08-2026,18:00,26.0,Cerah Berawan,69.0,5.6
06-08-2026,19:00,24.0,Berawan,82.0,1.6
06-08-2026,20:00,24.0,Berawan,82.0,1.6
06-08-2026,21:00,24.0,Berawan,82.0,1.6
06-08-2026,22:00,22.0,Udara Kabur,90.0,3.0
06-08-2026,23:00,22.0,Udara Kabur,90.0,3.0
