tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
31-08-2026,00:00,23.0,Cerah,88.0,3.1
31-08-2026,01:00,23.0,Cerah,88.0,3.1
31-08-2026,02:00,23.0,Cerah,88.0,3.1
31-08-2026,03:00,23.0,Cerah,88.0,3.1
31-08-2026,04:00,22.0,Cerah,92.0,2.0
31-08-2026,05:00,22.0,Cerah,92.0,2.0
31-08-2026,06:00,22.0,Cerah,92.0,2.0
31-08-2026,07:00,27.0,Cerah,71.0,4.1
31-08-2026,08:00,27.0,Cerah,71.0,4.1
31-08-2026,09:00,27.0,Cerah,71.0,4.1
31-08-2026,10:00,31.0,Cerah,56.0,8.5
31-08-2026,11:00,31.0,Cerah,56.0,8.5
31-08-2026,12:00,31.0,Cerah,56.0,8.5
31-08-2026,13:00,32.0,Cerah,52.0,5.3
31-08-2026,14:00,32.0,Cerah,52.0,5.3
31-08-2026,15:00,32.0,Cerah,52.0,5.3
31-08-2026,16:00,28.0,Cerah,65.0,3.3
31-08-2026,17:00,28.0,Cerah,65.0,3.3
31-08-2026,18:00,28.0,Cerah,65.0,3.3
31-08-2026,19:00,23.0,Udara Kabur,98.0,1.5
31-08-2026,20:00,23.0,Udara Kabur,98.0,1.5
31-08-2026,21:00,23.0,Udara Kabur,98.0,1.5
31-08-2026,22:00,23.0,Cerah Berawan,98.0,1.0
31-08-2026,23:00,23.0,Cerah Berawan,98.0,1.0
