tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
01-08-2026,08:00,27.0,Udara Kabur,72.0,10.5
01-08-2026,09:00,27.0,Udara Kabur,72.0,10.5
01-08-2026,10:00,27.0,Udara Kabur,72.0,10.5
01-08-2026,11:00,27.0,Udara Kabur,72.0,10.5
01-08-2026,12:00,27.0,Udara Kabur,72.0,10.5
01-08-2026,13:00,27.0,Cerah Berawan,76.0,6.7
01-08-2026,14:00,27.0,Cerah Berawan,76.0,6.7
01-08-2026,15:00,27.0,Cerah Berawan,76.0,6.7
01-08-2026,16:00,25.0,Hujan Ringan,87.0,1.6
01-08-2026,17:00,25.0,Hujan Ringan,87.0,1.6
01-08-2026,18:00,25.0,Hujan Ringan,87.0,1.6
01-08-2026,19:00,24.0,Cerah,91.0,0.3
01-08-2026,20:00,24.0,Cerah,91.0,0.3
01-08-2026,21:00,24.0,Cerah,91.0,0.3
01-08-2026,22:00,23.0,Udara Kabur,94.0,1.5
01-08-2026,23:00,23.0,Udara Kabur,94.0,1.5
