tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
27-07-2026,00:00,20.0,Cerah,89.0,2.0
27-07-2026,01:00,20.0,Cerah,89.0,2.0
27-07-2026,02:00,20.0,Cerah,89.0,2.0
27-07-2026,03:00,19.0,Udara Kabur,92.0,5.2
27-07-2026,04:00,19.0,Udara Kabur,92.0,5.2
27-07-2026,05:00,19.0,Udara Kabur,92.0,5.2
27-07-2026,06:00,24.0,Udara Kabur,67.0,3.9
27-07-2026,07:00,24.0,Udara Kabur,67.0,3.9
27-07-2026,08:00,24.0,Udara Kabur,67.0,3.9
27-07-2026,09:00,28.0,Cerah,54.0,7.5
27-07-2026,10:00,28.0,Cerah,54.0,7.5
27-07-2026,11:00,28.0,Cerah,54.0,7.5
27-07-2026,12:00,30.0,Cerah Berawan,49.0,7.5
27-07-2026,13:00,30.0,Cerah Berawan,49.0,7.5
27-07-2026,14:00,30.0,Cerah Berawan,49.0,7.5
27-07-2026,15:00,27.0,Cerah Berawan,59.0,3.1
27-07-2026,16:00,27.0,Cerah Berawan,59.0,3.1
27-07-2026,17:00,27.0,Cerah Berawan,59.0,3.1
27-07-2026,18:00,24.0,Cerah Berawan,74.0,3.1
27-07-2026,19:00,24.0,Cerah Berawan,74.0,3.1
27-07-2026,20:00,24.0,Cerah Berawan,74.0,3.1
27-07-2026,21:00,21.0,Cerah,85.0,3.8
27-07-2026,22:00,21.0,Cerah,85.0,3.8
27-07-2026,23:00,21.0,Cerah,85.0,3.8
