tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
26-09-2026,06:00,29.0,Cerah,61.0,8.6
26-09-2026,07:00,29.0,Cerah,61.0,8.6
26-09-2026,08:00,29.0,Cerah,61.0,8.6
26-09-2026,09:00,29.0,Cerah,61.0,8.6
26-09-2026,10:00,29.0,Cerah,61.0,8.6
26-09-2026,11:00,31.0,Cerah,52.0,11.3
26-09-2026,12:00,31.0,Cerah,52.0,11.3
26-09-2026,13:00,31.0,Cerah,52.0,11.3
26-09-2026,14:00,27.0,Udara Kabur,81.0,2.0
26-09-2026,15:00,27.0,Udara Kabur,81.0,2.0
26-09-2026,16:00,27.0,Udara Kabur,81.0,2.0
26-09-2026,17:00,24.0,Cerah,92.0,4.8
26-09-2026,18:00,24.0,Cerah,92.0,4.8
26-09-2026,19:00,24.0,Cerah,92.0,4.8
26-09-2026,20:00,24.0,Cerah,95.0,2.1
26-09-2026,21:00,24.0,Cerah,95.0,2.1
26-09-2026,22:00,24.0,Cerah,95.0,2.1
26-09-2026,23:00,24.0,Cerah,95.0,2.1
