tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
25-07-2026,04:00,24.0,Cerah,74.0,4.2
25-07-2026,05:00,24.0,Cerah,74.0,4.2
25-07-2026,06:00,24.0,Cerah,74.0,4.2
25-07-2026,07:00,24.0,Cerah,74.0,4.2
25-07-2026,08:00,24.0,Cerah,74.0,4.2
25-07-2026,09:00,27.0,Cerah,61.0,6.0
25-07-2026,10:00,27.0,Cerah,61.0,6.0
25-07-2026,11:00,27.0,Cerah,61.0,6.0
25-07-2026,12:00,29.0,Cerah,54.0,10.8
25-07-2026,13:00,29.0,Cerah,54.0,10.8
25-07-2026,14:00,29.0,Cerah,54.0,10.8
25-07-2026,15:00,27.0,Cerah Berawan,63.0,6.6
25-07-2026,16:00,27.0,Cerah Berawan,63.0,6.6
25-07-2026,17:00,27.0,Cerah Berawan,63.0,6.6
25-07-2026,18:00,24.0,Cerah,81.0,2.4
25-07-2026,19:00,24.0,Cerah,81.0,2.4
25-07-2026,20:00,24.0,Cerah,81.0,2.4
25-07-2026,21:00,22.0,Cerah Berawan,87.0,5.2
25-07-2026,22:00,22.0,Cerah Berawan,87.0,5.2
25-07-2026,23:00,22.0,Cerah Berawan,87.0,5.2
