tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
22-07-2026,04:00,24.0,Cerah Berawan,77.0,5.2
22-07-2026,05:00,24.0,Cerah Berawan,77.0,5.2
22-07-2026,06:00,24.0,Cerah Berawan,77.0,5.2
22-07-2026,07:00,24.0,Cerah Berawan,77.0,5.2
22-07-2026,08:00,24.0,Cerah Berawan,77.0,5.2
22-07-2026,09:00,27.0,Cerah Berawan,65.0,5.0
22-07-2026,10:00,27.0,Cerah Berawan,65.0,5.0
22-07-2026,11:00,27.0,Cerah Berawan,65.0,5.0
22-07-2026,12:00,28.0,Hujan Ringan,65.0,7.8
22-07-2026,13:00,28.0,Hujan Ringan,65.0,7.8
22-07-2026,14:00,28.0,Hujan Ringan,65.0,7.8
22-07-2026,15:00,25.0,Hujan Ringan,81.0,3.3
22-07-2026,16:00,25.0,Hujan Ringan,81.0,3.3
22-07-2026,17:00,25.0,Hujan Ringan,81.0,3.3
22-07-2026,18:00,22.0,Cerah Berawan,96.0,1.6
22-07-2026,19:00,22.0,Cerah Berawan,96.0,1.6
22-07-2026,20:00,22.0,Cerah Berawan,96.0,1.6
22-07-2026,21:00,22.0,Hujan Ringan,95.0,3.1
22-07-2026,22:00,22.0,Hujan Ringan,95.0,3.1
22-07-2026,23:00,22.0,Hujan Ringan,95.0,3.1
