tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
19-08-2026,00:00,23.0,Cerah,93.0,1.1
19-08-2026,01:00,23.0,Cerah,93.0,1.1
19-08-2026,02:00,22.0,Cerah,94.0,2.5
19-08-2026,03:00,22.0,Cerah,94.0,2.5
19-08-2026,04:00,22.0,Cerah,94.0,2.5
19-08-2026,05:00,23.0,Cerah,90.0,1.6
19-08-2026,06:00,23.0,Cerah,90.0,1.6
19-08-2026,07:00,23.0,Cerah,90.0,1.6
19-08-2026,08:00,28.0,Cerah,70.0,6.4
19-08-2026,09:00,28.0,Cerah,70.0,6.4
19-08-2026,10:00,28.0,Cerah,70.0,6.4
19-08-2026,11:00,30.0,Cerah,62.0,8.1
19-08-2026,12:00,30.0,Cerah,62.0,8.1
19-08-2026,13:00,30.0,Cerah,62.0,8.1
19-08-2026,14:00,27.0,Udara Kabur,72.0,6.4
19-08-2026,15:00,27.0,Udara Kabur,72.0,6.4
19-08-2026,16:00,27.0,Udara Kabur,72.0,6.4
19-08-2026,17:00,24.0,Cerah,91.0,2.4
19-08-2026,18:00,24.0,Cerah,91.0,2.4
19-08-2026,19:00,24.0,Cerah,91.0,2.4
19-08-2026,20:00,23.0,Cerah,93.0,0.6
19-08-2026,21:00,23.0,Cerah,93.0,0.6
19-08-2026,22:00,23.0,Cerah,93.0,0.6
19-08-2026,23:00,23.0,Cerah,93.0,0.6
