tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
16-07-2026,05:00,20.0,Berawan,70.0,4.7
16-07-2026,06:00,20.0,Berawan,70.0,4.7
16-07-2026,07:00,20.0,Berawan,70.0,4.7
16-07-2026,08:00,20.0,Berawan,70.0,4.7
16-07-2026,09:00,20.0,Berawan,70.0,4.7
16-07-2026,10:00,23.0,Berawan,57.0,1.8
16-07-2026,11:00,23.0,Berawan,57.0,1.8
16-07-2026,12:00,23.0,Berawan,57.0,1.8
16-07-2026,13:00,24.0,Cerah Berawan,60.0,4.6
16-07-2026,14:00,24.0,Cerah Berawan,60.0,4.6
16-07-2026,15:00,24.0,Cerah Berawan,60.0,4.6
16-07-2026,16:00,20.0,Berawan,83.0,1.3
16-07-2026,17:00,20.0,Berawan,83.0,1.3
16-07-2026,18:00,20.0,Berawan,83.0,1.3
16-07-2026,19:00,18.0,Berawan,97.0,1.4
16-07-2026,20:00,18.0,Berawan,97.0,1.4
16-07-2026,21:00,18.0,Berawan,97.0,1.4
16-07-2026,22:00,17.0,Berawan,99.0,0.6
16-07-2026,23:00,17.0,Berawan,99.0,0.6
