tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
05-08-2026,00:00,16.0,Cerah Berawan,93.0,5.5
05-08-2026,01:00,16.0,Cerah Berawan,93.0,5.5
05-08-2026,02:00,16.0,Cerah Berawan,93.0,5.5
05-08-2026,03:00,16.0,Cerah Berawan,93.0,5.5
05-08-2026,04:00,16.0,Cerah Berawan,93.0,4.0
05-08-2026,05:00,16.0,Cerah Berawan,93.0,4.0
05-08-2026,06:00,16.0,Cerah Berawan,93.0,4.0
05-08-2026,07:00,19.0,Berawan,83.0,8.5
05-08-2026,08:00,19.0,Berawan,83.0,8.5
05-08-2026,09:00,19.0,Berawan,83.0,8.5
05-08-2026,10:00,21.0,Berawan,81.0,10.3
05-08-2026,11:00,21.0,Berawan,81.0,10.3
05-08-2026,12:00,21.0,Berawan,81.0,10.3
05-08-2026,13:00,19.0,Hujan Petir,91.0,13.6
05-08-2026,14:00,19.0,Hujan Petir,91.0,13.6
05-08-2026,15:00,19.0,Hujan Petir,91.0,13.6
05-08-2026,16:00,18.0,Udara Kabur,96.0,12.7
05-08-2026,17:00,18.0,Udara Kabur,96.0,12.7
05-08-2026,18:00,18.0,Udara Kabur,96.0,12.7
05-08-2026,19:00,16.0,Petir,97.0,14.2
05-08-2026,20:00,16.0,Petir,97.0,14.2
05-08-2026,21:00,16.0,Petir,97.0,14.2
05-08-2026,22:00,16.0,Berawan,96.0,11.6
05-08-2026,23:00,16.0,Berawan,96.0,11.6
