tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
18-07-2026,04:00,18.0,Cerah Berawan,94.0,0.8
18-07-2026,05:00,18.0,Cerah Berawan,94.0,0.8
18-07-2026,06:00,18.0,Cerah Berawan,94.0,0.8
18-07-2026,07:00,18.0,Cerah Berawan,94.0,0.8
18-07-2026,08:00,18.0,Cerah Berawan,94.0,0.8
18-07-2026,09:00,21.0,Cerah Berawan,80.0,1.2
18-07-2026,10:00,21.0,Cerah Berawan,80.0,1.2
18-07-2026,11:00,21.0,Cerah Berawan,80.0,1.2
18-07-2026,12:00,19.0,Hujan Ringan,94.0,2.8
18-07-2026,13:00,19.0,Hujan Ringan,94.0,2.8
18-07-2026,14:00,19.0,Hujan Ringan,94.0,2.8
18-07-2026,15:00,19.0,Cerah Berawan,93.0,1.9
18-07-2026,16:00,19.0,Cerah Berawan,93.0,1.9
18-07-2026,17:00,19.0,Cerah Berawan,93.0,1.9
18-07-2026,18:00,17.0,Cerah Berawan,96.0,1.4
18-07-2026,19:00,17.0,Cerah Berawan,96.0,1.4
18-07-2026,20:00,17.0,Cerah Berawan,96.0,1.4
18-07-2026,21:00,17.0,Cerah Berawan,94.0,0.2
18-07-2026,22:00,17.0,Cerah Berawan,94.0,0.2
18-07-2026,23:00,17.0,Cerah Berawan,94.0,0.2
