tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
23-08-2026,00:00,16.0,Berawan,99.0,3.3
23-08-2026,01:00,16.0,Berawan,99.0,3.3
23-08-2026,02:00,16.0,Berawan,99.0,3.3
23-08-2026,03:00,16.0,Kabut/Asap,97.0,1.4
23-08-2026,04:00,16.0,Kabut/Asap,97.0,1.4
23-08-2026,05:00,16.0,Kabut/Asap,97.0,1.4
23-08-2026,06:00,18.0,Berawan,93.0,1.7
23-08-2026,07:00,18.0,Berawan,93.0,1.7
23-08-2026,08:00,18.0,Berawan,93.0,1.7
23-08-2026,09:00,24.0,Berawan,59.0,4.4
23-08-2026,10:00,24.0,Berawan,59.0,4.4
23-08-2026,11:00,24.0,Berawan,59.0,4.4
23-08-2026,12:00,22.0,Hujan Ringan,73.0,4.4
23-08-2026,13:00,22.0,Hujan Ringan,73.0,4.4
23-08-2026,14:00,22.0,Hujan Ringan,73.0,4.4
23-08-2026,15:00,19.0,Hujan Ringan,95.0,4.5
23-08-2026,16:00,19.0,Hujan Ringan,95.0,4.5
23-08-2026,17:00,19.0,Hujan Ringan,95.0,4.5
23-08-2026,18:00,18.0,Berawan,98.0,4.5
23-08-2026,19:00,18.0,Berawan,98.0,4.5
23-08-2026,20:00,18.0,Berawan,98.0,4.5
23-08-2026,21:00,16.0,Udara Kabur,97.0,3.7
23-08-2026,22:00,16.0,Udara Kabur,97.0,3.7
23-08-2026,23:00,16.0,Udara Kabur,97.0,3.7
