tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
10-08-2026,00:00,16.0,Berawan,97.0,5.8
10-08-2026,01:00,16.0,Berawan,97.0,5.8
10-08-2026,02:00,16.0,Berawan,97.0,5.8
10-08-2026,03:00,16.0,Berawan,95.0,6.3
10-08-2026,04:00,16.0,Berawan,95.0,6.3
10-08-2026,05:00,16.0,Berawan,95.0,6.3
10-08-2026,06:00,17.0,Udara Kabur,88.0,5.2
10-08-2026,07:00,17.0,Udara Kabur,88.0,5.2
10-08-2026,08:00,17.0,Udara Kabur,88.0,5.2
10-08-2026,09:00,22.0,Cerah Berawan,65.0,8.1
10-08-2026,10:00,22.0,Cerah Berawan,65.0,8.1
10-08-2026,11:00,22.0,Cerah Berawan,65.0,8.1
10-08-2026,12:00,24.0,Cerah,58.0,12.5
10-08-2026,13:00,24.0,Cerah,58.0,12.5
10-08-2026,14:00,24.0,Cerah,58.0,12.5
10-08-2026,15:00,21.0,Cerah Berawan,74.0,12.6
10-08-2026,16:00,21.0,Cerah Berawan,74.0,12.6
10-08-2026,17:00,21.0,Cerah Berawan,74.0,12.6
10-08-2026,18:00,18.0,Cerah,92.0,5.2
10-08-2026,19:00,18.0,Cerah,92.0,5.2
10-08-2026,20:00,18.0,Cerah,92.0,5.2
10-08-2026,21:00,16.0,Cerah Berawan,93.0,5.2
10-08-2026,22:00,16.0,Cerah Berawan,93.0,5.2
10-08-2026,23:00,16.0,Cerah Berawan,93.0,5.2
