jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat,temp_std,rh_std,rain_std,heat_index_std,sources_expected,coverage_fraction,gap_mean_minutes,gap_max_minutes
00:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,77.6,Sedang,19.44,+/-0.31,96.6,+/-0.8,0.12,+/-0.19,19.44,+/-0.31,0.0,16.7,50.0,33.3,0.0,0.0,0.31,0.8,0.19,0.31,7,0.8571,0.0,0.0
01:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,77.5,Sedang,19.34,+/-0.42,95.83,+/-2.34,0.03,+/-0.07,19.34,+/-0.42,0.0,33.3,50.0,16.7,0.0,0.0,0.42,2.34,0.07,0.42,7,0.8571,0.0,0.0
02:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Cerah Berawan,73.3,Sedang,19.16,+/-0.49,95.5,+/-2.22,0.07,+/-0.09,19.16,+/-0.49,0.0,33.3,33.3,33.3,0.0,0.0,0.49,2.22,0.09,0.49,7,0.8571,0.0,0.0
03:00,6,6.0,cukup,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,77.4,Sedang,19.0,+/-0.55,95.17,+/-2.27,0.08,+/-0.12,19.0,+/-0.55,0.0,16.7,50.0,33.3,0.0,0.0,0.55,2.27,0.12,0.55,7,0.8571,0.0,0.0
04:00,7,6.6868,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,82.2,Tinggi,18.89,+/-0.52,93.94,+/-3.1,0.08,+/-0.12,18.89,+/-0.52,0.0,29.9,40.2,29.9,0.0,0.0,0.52,3.1,0.12,0.52,7,1.0,25.71,180.0
05:00,7,6.6868,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,89.6,Tinggi,18.81,+/-0.56,94.08,+/-3.17,0.1,+/-0.22,18.81,+/-0.56,0.0,15.0,70.1,15.0,0.0,0.0,0.56,3.17,0.22,0.56,7,1.0,17.14,120.0
06:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,87.0,Tinggi,18.75,+/-0.59,94.05,+/-3.4,0.15,+/-0.29,18.75,+/-0.59,0.0,14.4,56.8,28.8,0.0,0.0,0.59,3.4,0.29,0.59,7,1.0,8.57,60.0
07:00,7,7.2488,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,91.8,Tinggi,19.39,+/-1.25,93.41,+/-2.99,0.07,+/-0.15,19.39,+/-1.25,13.8,0.0,72.4,13.8,0.0,0.0,1.25,2.99,0.15,1.25,7,1.0,0.0,0.0
08:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,86.7,Tinggi,20.59,+/-1.42,90.15,+/-3.96,0.03,+/-0.05,20.59,+/-1.42,0.0,14.4,56.8,28.8,0.0,0.0,1.42,3.96,0.05,1.42,7,1.0,8.57,60.0
09:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,90.6,Tinggi,22.97,+/-0.53,82.13,+/-9.82,0.02,+/-0.04,22.97,+/-0.53,0.0,13.5,72.1,14.4,0.0,0.0,0.53,9.82,0.04,0.53,7,1.0,8.57,60.0
10:00,7,7.2488,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,93.6,Tinggi,23.52,+/-1.83,74.35,+/-10.92,0.0,+/-0.0,23.52,+/-1.83,0.0,17.2,82.8,0.0,0.0,0.0,1.83,10.92,0.0,1.83,7,1.0,0.0,0.0
11:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,89.5,Tinggi,24.4,+/-2.23,71.6,+/-11.95,0.05,+/-0.11,24.75,+/-2.77,0.0,13.5,72.1,14.4,0.0,0.0,2.23,11.95,0.11,2.77,7,1.0,8.57,60.0
12:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Berawan,89.2,Tinggi,24.82,+/-2.76,70.94,+/-12.7,0.05,+/-0.11,25.36,+/-3.51,0.0,0.0,72.1,27.9,0.0,0.0,2.76,12.7,0.11,3.51,7,1.0,8.57,60.0
13:00,7,7.2488,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,87.0,Tinggi,24.7,+/-2.7,72.9,+/-11.83,0.13,+/-0.14,25.28,+/-3.52,0.0,0.0,41.4,58.6,0.0,0.0,2.7,11.83,0.14,3.52,7,1.0,0.0,0.0
14:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,85.2,Tinggi,24.11,+/-2.07,78.72,+/-9.26,1.22,+/-1.16,24.61,+/-2.89,0.0,0.0,14.4,56.8,14.4,14.4,2.07,9.26,1.16,2.89,7,1.0,8.57,60.0
15:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,81.5,Tinggi,23.25,+/-2.07,84.21,+/-9.77,1.47,+/-1.22,23.25,+/-2.07,0.0,14.4,14.4,42.3,14.4,14.4,2.07,9.77,1.22,2.07,7,1.0,8.57,60.0
16:00,7,7.2488,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,90.5,Tinggi,22.61,+/-2.04,90.76,+/-4.88,1.38,+/-1.12,22.61,+/-2.04,0.0,0.0,13.8,72.4,13.8,0.0,2.04,4.88,1.12,2.04,7,1.0,0.0,0.0
17:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,93.2,Tinggi,22.33,+/-1.76,90.55,+/-6.16,0.83,+/-0.59,22.33,+/-1.76,0.0,0.0,14.4,85.6,0.0,0.0,1.76,6.16,0.59,1.76,7,1.0,8.57,60.0
18:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,86.9,Tinggi,21.66,+/-0.57,97.62,+/-1.01,1.33,+/-0.99,21.66,+/-0.57,0.0,0.0,14.4,57.7,14.4,13.5,0.57,1.01,0.99,0.57,7,1.0,8.57,60.0
19:00,7,7.2488,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,83.4,Tinggi,20.83,+/-1.86,96.0,+/-2.92,0.86,+/-0.67,20.83,+/-1.86,0.0,0.0,27.6,41.4,0.0,31.0,1.86,2.92,0.67,1.86,7,1.0,0.0,0.0
20:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,79.6,Sedang,19.95,+/-1.12,96.72,+/-1.67,0.54,+/-0.68,19.95,+/-1.12,0.0,14.4,28.8,28.8,0.0,27.9,1.12,1.67,0.68,1.12,7,1.0,8.57,60.0
21:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,80.1,Tinggi,20.04,+/-0.74,95.75,+/-2.65,0.07,+/-0.13,20.04,+/-0.74,13.5,28.8,14.4,28.8,0.0,14.4,0.74,2.65,0.13,0.74,7,1.0,8.57,60.0
22:00,7,7.2488,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,80.8,Tinggi,19.55,+/-0.98,94.48,+/-2.81,0.05,+/-0.09,19.55,+/-0.98,17.2,27.6,13.8,27.6,0.0,13.8,0.98,2.81,0.09,0.98,7,1.0,0.0,0.0
23:00,7,6.9366,cukup,"BMKG,CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",Hujan Ringan,79.8,Sedang,20.0,+/-1.4,93.87,+/-3.28,0.03,+/-0.04,20.0,+/-1.4,13.5,28.8,14.4,28.8,0.0,14.4,1.4,3.28,0.04,1.4,7,1.0,8.57,60.0
