tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
06-09-2026,00:00,16.0,Udara Kabur,98.0,0.5
06-09-2026,01:00,16.0,Udara Kabur,98.0,0.5
06-09-2026,02:00,16.0,Udara Kabur,98.0,0.5
06-09-2026,03:00,16.0,Udara Kabur,98.0,0.5
06-09-2026,04:00,16.0,Udara Kabur,97.0,1.2
06-09-2026,05:00,16.0,Udara Kabur,97.0,1.2
06-09-2026,06:00,16.0,Udara Kabur,97.0,1.2
06-09-2026,07:00,20.0,Cerah,88.0,1.3
06-09-2026,08:00,20.0,Cerah,88.0,1.3
06-09-2026,09:00,20.0,Cerah,88.0,1.3
06-09-2026,10:00,24.0,Cerah,66.0,4.0
06-09-2026,11:00,24.0,Cerah,66.0,4.0
06-09-2026,12:00,24.0,Cerah,66.0,4.0
06-09-2026,13:00,21.0,Hujan Ringan,86.0,2.4
06-09-2026,14:00,21.0,Hujan Ringan,86.0,2.4
06-09-2026,15:00,21.0,Hujan Ringan,86.0,2.4
06-09-2026,16:00,18.0,Hujan Ringan,95.0,0.4
06-09-2026,17:00,18.0,Hujan Ringan,95.0,0.4
06-09-2026,18:00,18.0,Hujan Ringan,95.0,0.4
06-09-2026,19:00,17.0,Cerah,95.0,0.6
06-09-2026,20:00,17.0,Cerah,95.0,0.6
06-09-2026,21:00,17.0,Cerah,95.0,0.6
06-09-2026,22:00,17.0,Berawan,90.0,0.4
06-09-2026,23:00,17.0,Berawan,90.0,0.4
