tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
04-09-2026,05:00,20.0,Cerah Berawan,90.0,1.1
04-09-2026,06:00,20.0,Cerah Berawan,90.0,1.1
04-09-2026,07:00,20.0,Cerah Berawan,90.0,1.1
04-09-2026,08:00,20.0,Cerah Berawan,90.0,1.1
04-09-2026,09:00,20.0,Cerah Berawan,90.0,1.1
04-09-2026,10:00,24.0,Cerah Berawan,66.0,4.5
04-09-2026,11:00,24.0,Cerah Berawan,66.0,4.5
04-09-2026,12:00,24.0,Cerah Berawan,66.0,4.5
04-09-2026,13:00,22.0,Cerah Berawan,73.0,4.7
04-09-2026,14:00,22.0,Cerah Berawan,73.0,4.7
04-09-2026,15:00,22.0,Cerah Berawan,73.0,4.7
04-09-2026,16:00,20.0,Cerah Berawan,84.0,1.5
04-09-2026,17:00,20.0,Cerah Berawan,84.0,1.5
04-09-2026,18:00,20.0,Cerah Berawan,84.0,1.5
04-09-2026,19:00,18.0,Cerah Berawan,95.0,0.7
04-09-2026,20:00,18.0,Cerah Berawan,95.0,0.7
04-09-2026,21:00,18.0,Cerah Berawan,95.0,0.7
04-09-2026,22:00,17.0,Cerah Berawan,98.0,0.9
04-09-2026,23:00,17.0,Cerah Berawan,98.0,0.9
