lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-08-25T07:00:00+07:00,2026-08-26T07:00:00+07:00,0.1416666666666667,0.0,0.42500000000000004,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-25,0.02,0.6556873741971212,0.0,7.346693028008923,0.02,0.02,0.02,6.663402174310322,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
2,2026-08-26T07:00:00+07:00,2026-08-27T07:00:00+07:00,0.7041666666666666,0.07500000000000001,1.7625,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-26,0.02,1.3255681990335801,0.0,12.357245317029166,0.01,0.01,0.01,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
3,2026-08-27T07:00:00+07:00,2026-08-28T07:00:00+07:00,2.120833333333333,0.375,4.9,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-08-27,0.02,2.111750370700537,0.0,16.089732965570157,0.01,0.01,0.02,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
