location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
plta_redelong,2026-07-22,00:00,Hujan Ringan,77.2,Sedang,6,7,0.8571,6.0,19.48,1.16,97.6,0.8,0.08,0.12,19.48,1.16,0.0,0.0,16.7,16.7,16.7,50.0,0.0,0.0
plta_redelong,2026-07-22,01:00,Hujan Ringan,77.3,Sedang,6,7,0.8571,6.0,19.27,1.04,97.6,0.8,0.05,0.09,19.27,1.04,0.0,0.0,16.7,16.7,16.7,50.0,0.0,0.0
plta_redelong,2026-07-22,02:00,Hujan Ringan,72.6,Sedang,6,7,0.8571,6.0,19.02,1.04,97.2,0.75,0.42,0.77,19.02,1.04,0.0,0.0,16.7,16.7,33.3,33.3,0.0,0.0
plta_redelong,2026-07-22,03:00,Berawan,76.8,Sedang,6,7,0.8571,6.0,18.8,1.05,97.0,1.1,0.3,0.67,18.8,1.05,0.0,0.0,16.7,16.7,50.0,16.7,0.0,0.0
plta_redelong,2026-07-22,04:00,Berawan,76.8,Sedang,6,7,0.8571,6.0,18.6,1.0,95.5,2.29,0.23,0.52,18.6,1.0,0.0,0.0,16.7,16.7,50.0,16.7,0.0,0.0
plta_redelong,2026-07-22,05:00,Cerah Berawan,73.0,Sedang,6,7,0.8571,6.0,18.45,1.02,96.0,1.1,0.12,0.26,18.45,1.02,0.0,0.0,16.7,33.3,33.3,16.7,0.0,0.0
plta_redelong,2026-07-22,06:00,Cerah,82.1,Tinggi,7,7,1.0,6.6868,18.27,1.02,95.8,1.47,0.03,0.07,18.27,1.02,25.71,180.0,40.2,29.9,15.0,15.0,0.0,0.0
plta_redelong,2026-07-22,07:00,Cerah Berawan,86.8,Tinggi,7,7,1.0,6.6868,18.79,1.14,92.83,4.6,0.0,0.0,18.79,1.14,17.14,120.0,25.2,59.8,15.0,0.0,0.0,0.0
plta_redelong,2026-07-22,08:00,Cerah Berawan,87.1,Tinggi,7,7,1.0,6.9366,20.65,0.69,85.81,8.02,0.0,0.0,20.65,0.69,8.57,60.0,27.9,57.7,14.4,0.0,0.0,0.0
plta_redelong,2026-07-22,09:00,Cerah,88.3,Tinggi,7,7,1.0,7.2488,22.61,1.22,79.16,5.06,0.0,0.0,22.61,1.22,0.0,0.0,58.6,27.6,13.8,0.0,0.0,0.0
plta_redelong,2026-07-22,10:00,Cerah Berawan,83.6,Tinggi,7,7,1.0,6.9366,24.78,0.99,72.14,3.72,0.0,0.0,24.78,0.99,8.57,60.0,42.3,43.2,14.4,0.0,0.0,0.0
plta_redelong,2026-07-22,11:00,Cerah Berawan,82.6,Tinggi,7,7,1.0,6.9366,25.73,1.24,62.15,10.43,0.13,0.3,26.07,1.84,8.57,60.0,14.4,42.3,28.8,14.4,0.0,0.0
plta_redelong,2026-07-22,12:00,Cerah Berawan,84.1,Tinggi,7,7,1.0,7.2488,26.1,1.55,61.83,10.71,0.17,0.29,26.61,2.36,0.0,0.0,13.8,44.8,27.6,13.8,0.0,0.0
plta_redelong,2026-07-22,13:00,Hujan Ringan,82.7,Tinggi,7,7,1.0,6.9366,26.02,1.45,65.76,10.22,0.28,0.29,26.62,2.43,8.57,60.0,0.0,27.9,28.8,43.2,0.0,0.0
plta_redelong,2026-07-22,14:00,Hujan Ringan,82.0,Tinggi,7,7,1.0,6.9366,24.63,1.89,75.85,10.93,1.38,0.9,24.63,1.89,8.57,60.0,0.0,13.5,14.4,43.2,14.4,14.4
plta_redelong,2026-07-22,15:00,Hujan Ringan,86.7,Tinggi,7,7,1.0,7.2488,23.58,1.46,80.72,6.71,1.26,0.64,23.58,1.46,0.0,0.0,0.0,17.2,0.0,55.2,13.8,13.8
plta_redelong,2026-07-22,16:00,Hujan Ringan,90.1,Tinggi,7,7,1.0,6.9366,23.0,1.33,85.36,4.7,1.35,0.68,23.0,1.33,8.57,60.0,0.0,13.5,0.0,72.1,0.0,14.4
