location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
plta_redelong,2026-08-10,00:00,Berawan,85.5,Tinggi,6,7,0.8571,6.0,19.4,1.17,95.0,1.67,0.0,0.0,19.4,1.17,0.0,0.0,0.0,16.7,83.3,0.0,0.0,0.0
plta_redelong,2026-08-10,01:00,Berawan,85.6,Tinggi,6,7,0.8571,6.0,19.2,1.15,95.0,1.26,0.0,0.0,19.2,1.15,0.0,0.0,16.7,0.0,83.3,0.0,0.0,0.0
plta_redelong,2026-08-10,02:00,Berawan,85.7,Tinggi,6,7,0.8571,6.0,18.62,0.82,94.8,1.17,0.0,0.0,18.62,0.82,0.0,0.0,0.0,16.7,83.3,0.0,0.0,0.0
plta_redelong,2026-08-10,03:00,Berawan,85.7,Tinggi,6,7,0.8571,6.0,18.42,0.92,94.2,0.75,0.0,0.0,18.42,0.92,0.0,0.0,0.0,16.7,83.3,0.0,0.0,0.0
plta_redelong,2026-08-10,04:00,Berawan,90.2,Tinggi,6,7,0.8571,6.0,17.85,0.17,94.4,1.02,0.0,0.0,17.85,0.17,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
plta_redelong,2026-08-10,05:00,Berawan,90.3,Tinggi,6,7,0.8571,6.0,17.73,0.08,94.8,1.33,0.0,0.0,17.73,0.08,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
plta_redelong,2026-08-10,06:00,Berawan,89.8,Tinggi,6,7,0.8571,6.0,18.48,1.06,94.6,1.2,0.0,0.0,18.48,1.06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
plta_redelong,2026-08-10,07:00,Berawan,94.4,Tinggi,7,7,1.0,6.6868,19.1,1.39,93.4,1.5,0.0,0.0,19.1,1.39,25.71,180.0,0.0,10.3,89.7,0.0,0.0,0.0
plta_redelong,2026-08-10,08:00,Berawan,94.0,Tinggi,7,7,1.0,6.6868,20.44,1.2,84.89,8.27,0.0,0.0,20.44,1.2,17.14,120.0,0.0,10.3,89.7,0.0,0.0,0.0
plta_redelong,2026-08-10,09:00,Berawan,93.8,Tinggi,7,7,1.0,6.9366,22.35,1.33,77.25,9.94,0.0,0.0,22.35,1.33,8.57,60.0,0.0,13.5,86.5,0.0,0.0,0.0
plta_redelong,2026-08-10,10:00,Berawan,86.7,Tinggi,7,7,1.0,7.2488,24.08,1.78,66.93,11.17,0.0,0.0,24.08,1.78,0.0,0.0,0.0,44.8,55.2,0.0,0.0,0.0
plta_redelong,2026-08-10,11:00,Berawan,86.1,Tinggi,7,7,1.0,6.9366,25.32,2.21,61.25,10.77,0.02,0.04,25.67,2.66,8.57,60.0,0.0,27.9,57.7,14.4,0.0,0.0
plta_redelong,2026-08-10,12:00,Berawan,82.8,Tinggi,7,7,1.0,6.9366,26.53,2.22,60.26,5.57,0.02,0.04,26.94,2.78,8.57,60.0,0.0,28.8,43.2,27.9,0.0,0.0
plta_redelong,2026-08-10,13:00,Berawan,86.4,Tinggi,7,7,1.0,7.2488,26.68,2.53,57.76,9.88,0.02,0.04,27.29,3.2,0.0,0.0,0.0,13.8,55.2,31.0,0.0,0.0
plta_redelong,2026-08-10,14:00,Hujan Ringan,93.4,Tinggi,7,7,1.0,6.9366,26.34,2.02,61.95,7.11,0.1,0.06,27.03,2.94,8.57,60.0,0.0,0.0,14.4,85.6,0.0,0.0
plta_redelong,2026-08-10,15:00,Hujan Ringan,89.4,Tinggi,7,7,1.0,6.9366,25.2,2.68,70.61,10.24,0.12,0.1,26.13,3.77,8.57,60.0,13.5,0.0,14.4,72.1,0.0,0.0
plta_redelong,2026-08-10,16:00,Hujan Ringan,90.1,Tinggi,7,7,1.0,7.2488,24.22,2.27,76.62,7.98,0.08,0.04,24.67,2.97,0.0,0.0,17.2,0.0,13.8,69.0,0.0,0.0
plta_redelong,2026-08-10,17:00,Hujan Ringan,86.4,Tinggi,7,7,1.0,6.9366,23.68,1.85,80.7,6.37,0.22,0.26,23.68,1.85,8.57,60.0,13.5,14.4,14.4,57.7,0.0,0.0
plta_redelong,2026-08-10,18:00,Hujan Ringan,86.8,Tinggi,7,7,1.0,6.9366,22.8,1.37,89.7,4.15,0.2,0.26,22.8,1.37,8.57,60.0,13.5,14.4,14.4,57.7,0.0,0.0
plta_redelong,2026-08-10,19:00,Hujan Ringan,83.4,Tinggi,7,7,1.0,7.2488,20.72,2.19,93.76,3.42,0.2,0.28,20.72,2.19,0.0,0.0,17.2,13.8,27.6,41.4,0.0,0.0
plta_redelong,2026-08-10,20:00,Berawan,86.8,Tinggi,7,7,1.0,6.9366,20.36,1.87,94.75,3.23,0.02,0.04,20.36,1.87,8.57,60.0,13.5,14.4,57.7,14.4,0.0,0.0
plta_redelong,2026-08-10,21:00,Berawan,90.4,Tinggi,7,7,1.0,6.9366,20.03,1.74,93.32,5.04,0.0,0.0,20.03,1.74,8.57,60.0,13.5,14.4,72.1,0.0,0.0,0.0
plta_redelong,2026-08-10,22:00,Berawan,91.1,Tinggi,7,7,1.0,7.2488,19.03,1.11,94.6,3.73,0.0,0.0,19.03,1.11,0.0,0.0,17.2,13.8,69.0,0.0,0.0,0.0
plta_redelong,2026-08-10,23:00,Berawan,90.8,Tinggi,7,7,1.0,6.9366,18.77,0.87,93.32,5.07,0.0,0.0,18.77,0.87,8.57,60.0,13.5,14.4,72.1,0.0,0.0,0.0
plta_redelong,2026-08-11,00:00,Berawan,87.4,Tinggi,7,7,1.0,6.9222,18.86,0.45,93.49,4.42,0.0,0.0,18.86,0.45,8.57,60.0,13.3,28.9,57.8,0.0,0.0,0.0
plta_redelong,2026-08-11,01:00,Berawan,91.5,Tinggi,7,7,1.0,7.2296,18.32,0.13,93.26,4.11,0.0,0.0,18.32,0.13,0.0,0.0,17.0,13.8,69.2,0.0,0.0,0.0
plta_redelong,2026-08-11,02:00,Berawan,91.0,Tinggi,7,7,1.0,6.9222,18.34,0.62,92.62,4.06,0.0,0.0,18.34,0.62,8.57,60.0,13.3,14.4,72.2,0.0,0.0,0.0
plta_redelong,2026-08-11,03:00,Berawan,94.9,Tinggi,7,7,1.0,6.9222,17.65,0.18,93.42,3.13,0.0,0.0,17.65,0.18,8.57,60.0,0.0,13.3,86.7,0.0,0.0,0.0
plta_redelong,2026-08-11,04:00,Berawan,94.6,Tinggi,7,7,1.0,7.2296,17.52,1.13,92.46,2.9,0.0,0.0,17.52,1.13,0.0,0.0,0.0,17.0,83.0,0.0,0.0,0.0
plta_redelong,2026-08-11,05:00,Berawan,94.4,Tinggi,7,7,1.0,6.9222,17.86,1.41,93.4,0.8,0.0,0.0,17.86,1.41,8.57,60.0,0.0,13.3,86.7,0.0,0.0,0.0
plta_redelong,2026-08-11,06:00,Berawan,91.0,Tinggi,7,7,1.0,6.9222,17.9,1.09,93.6,1.2,0.0,0.0,17.9,1.09,8.57,60.0,0.0,27.8,72.2,0.0,0.0,0.0
plta_redelong,2026-08-11,07:00,Berawan,91.3,Tinggi,7,7,1.0,7.2296,18.08,0.95,92.0,1.55,0.0,0.0,18.08,0.95,0.0,0.0,0.0,30.8,69.2,0.0,0.0,0.0
plta_redelong,2026-08-11,08:00,Berawan,94.3,Tinggi,7,7,1.0,6.9222,19.94,1.3,85.03,3.97,0.0,0.0,19.94,1.3,8.57,60.0,0.0,13.3,86.7,0.0,0.0,0.0
plta_redelong,2026-08-11,09:00,Berawan,90.5,Tinggi,7,7,1.0,6.9222,23.01,1.17,73.23,7.31,0.0,0.0,23.01,1.17,8.57,60.0,0.0,27.8,72.2,0.0,0.0,0.0
plta_redelong,2026-08-11,10:00,Berawan,87.3,Tinggi,7,7,1.0,7.2296,24.47,1.25,65.97,6.74,0.0,0.0,24.08,0.84,0.0,0.0,0.0,44.7,55.3,0.0,0.0,0.0
plta_redelong,2026-08-11,11:00,Cerah Berawan,83.1,Tinggi,7,7,1.0,6.9222,24.86,0.88,64.71,6.44,0.08,0.15,24.86,0.88,8.57,60.0,0.0,42.2,28.9,28.9,0.0,0.0
plta_redelong,2026-08-11,12:00,Berawan,82.8,Tinggi,7,7,1.0,6.9222,25.85,1.85,65.41,7.75,0.08,0.15,26.66,3.09,8.57,60.0,0.0,27.8,43.3,28.9,0.0,0.0
plta_redelong,2026-08-11,13:00,Hujan Ringan,86.6,Tinggi,7,7,1.0,7.2296,25.55,1.95,70.04,9.85,0.15,0.14,26.3,3.34,0.0,0.0,0.0,17.0,27.7,55.3,0.0,0.0
plta_redelong,2026-08-11,14:00,Hujan Ringan,85.5,Tinggi,7,7,1.0,6.9222,24.91,1.61,76.82,12.64,1.12,1.03,25.65,2.8,8.57,60.0,0.0,13.3,0.0,57.8,14.4,14.4
plta_redelong,2026-08-11,15:00,Hujan Ringan,89.4,Tinggi,7,7,1.0,6.9222,23.64,1.36,83.89,8.52,1.1,0.8,23.64,1.36,8.57,60.0,0.0,0.0,0.0,71.1,0.0,28.9
plta_redelong,2026-08-11,16:00,Hujan Ringan,90.3,Tinggi,7,7,1.0,7.2296,22.84,1.16,87.92,5.37,1.74,1.8,22.84,1.16,0.0,0.0,0.0,0.0,0.0,72.3,0.0,27.7
plta_redelong,2026-08-11,17:00,Hujan Ringan,89.0,Tinggi,7,7,1.0,6.9222,22.01,0.56,91.98,5.34,2.42,2.22,22.01,0.56,8.57,60.0,0.0,0.0,0.0,71.1,14.4,14.4
plta_redelong,2026-08-11,18:00,Hujan Ringan,90.5,Tinggi,7,7,1.0,6.9222,21.87,1.04,95.59,2.62,0.72,0.58,21.87,1.04,8.57,60.0,13.3,0.0,0.0,72.2,0.0,14.4
plta_redelong,2026-08-11,19:00,Hujan Ringan,94.6,Tinggi,7,7,1.0,7.2296,20.8,0.61,96.63,1.62,0.57,0.4,20.8,0.61,0.0,0.0,17.0,0.0,0.0,83.0,0.0,0.0
plta_redelong,2026-08-11,20:00,Berawan,86.8,Tinggi,7,7,1.0,6.9222,20.51,1.55,97.32,1.72,0.2,0.4,20.51,1.55,8.57,60.0,13.3,0.0,57.8,28.9,0.0,0.0
plta_redelong,2026-08-11,21:00,Berawan,94.1,Tinggi,7,7,1.0,6.9222,20.62,1.26,97.84,1.12,0.1,0.22,20.62,1.26,8.57,60.0,0.0,0.0,85.6,14.4,0.0,0.0
plta_redelong,2026-08-11,22:00,Berawan,98.9,Tinggi,7,7,1.0,7.2296,20.32,1.28,98.31,1.26,0.0,0.0,20.32,1.28,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
plta_redelong,2026-08-11,23:00,Berawan,98.1,Tinggi,7,7,1.0,6.9222,19.5,0.64,98.42,1.05,0.0,0.0,19.5,0.64,8.57,60.0,0.0,0.0,100.0,0.0,0.0,0.0
plta_redelong,2026-08-12,00:00,Berawan,94.7,Tinggi,7,7,1.0,6.9272,19.24,0.77,98.13,1.36,0.0,0.0,19.24,0.77,8.57,60.0,0.0,13.4,86.6,0.0,0.0,0.0
plta_redelong,2026-08-12,01:00,Berawan,90.9,Tinggi,7,7,1.0,7.2363,18.92,1.78,97.76,1.04,0.0,0.0,18.92,1.78,0.0,0.0,0.0,30.9,69.1,0.0,0.0,0.0
plta_redelong,2026-08-12,02:00,Berawan,87.0,Tinggi,7,7,1.0,6.9272,18.92,1.7,97.27,1.38,0.0,0.0,18.92,1.7,8.57,60.0,0.0,42.3,57.7,0.0,0.0,0.0
plta_redelong,2026-08-12,03:00,Berawan,91.4,Tinggi,7,7,1.0,6.9272,18.25,0.22,96.41,1.59,0.0,0.0,18.25,0.22,8.57,60.0,0.0,27.8,72.2,0.0,0.0,0.0
