location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
plta_redelong,PLTA Redelong,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,06:00,7,6.78,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,73.1,Sedang,18.33,+/-1.76,80.25,+/-7.66,0.0,+/-0.0,18.33,+/-1.76,12.5,30.2,57.2,0.0,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,09:00,7,6.78,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,69.9,Sedang,23.71,+/-0.88,63.15,+/-7.51,0.0,+/-0.0,23.71,+/-0.88,41.3,16.2,42.5,0.0,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,12:00,9,8.0725,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,81.7,Tinggi,28.07,+/-0.95,51.14,+/-8.51,0.0,+/-0.0,28.2,+/-0.5,19.7,45.2,35.1,0.0,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,15:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,80.2,Tinggi,27.0,+/-2.21,55.15,+/-9.26,0.05,+/-0.09,27.6,+/-2.69,14.8,31.2,30.4,23.5,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,18:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,89.3,Tinggi,22.9,+/-0.14,81.19,+/-4.8,0.1,+/-0.15,22.9,+/-0.14,0.0,62.4,6.9,30.7,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-13,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,06:00,9,9.0806,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,97.8,Tinggi,18.29,+/-1.57,87.39,+/-7.91,0.0,+/-0.0,18.29,+/-1.57,0.0,0.0,100.0,0.0,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-13,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,09:00,9,9.0806,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,91.6,Tinggi,22.93,+/-1.26,71.32,+/-7.22,0.0,+/-0.0,22.93,+/-1.26,0.0,25.3,74.7,0.0,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-13,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,12:00,9,9.0806,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,89.2,Tinggi,26.74,+/-1.34,57.45,+/-6.95,0.02,+/-0.06,27.51,+/-0.6,0.0,25.3,65.3,9.4,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-13,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,15:00,9,9.0806,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,89.1,Tinggi,24.92,+/-2.08,71.26,+/-7.71,0.2,+/-0.19,24.43,+/-1.77,0.0,14.6,18.5,66.9,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-13,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,18:00,9,9.0806,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,86.9,Tinggi,21.67,+/-2.03,90.11,+/-2.96,0.06,+/-0.05,21.67,+/-2.03,0.0,25.3,18.5,56.2,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-14,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,06:00,9,9.098,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,94.3,Tinggi,18.49,+/-1.72,92.07,+/-4.79,0.0,+/-0.0,18.49,+/-1.72,14.6,0.0,85.4,0.0,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-14,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,09:00,9,9.098,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,92.5,Tinggi,23.18,+/-0.3,76.72,+/-2.68,0.0,+/-0.0,23.18,+/-0.3,14.6,10.8,74.5,0.0,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-14,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,12:00,9,9.098,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,83.8,Tinggi,25.62,+/-1.8,67.51,+/-9.83,0.19,+/-0.23,26.16,+/-2.6,0.0,14.6,39.9,45.5,0.0,0.0
plta_redelong,PLTA Redelong,2026-07-14,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,15:00,9,9.098,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,83.8,Tinggi,23.58,+/-2.12,82.0,+/-5.45,0.31,+/-0.48,23.0,+/-1.6,0.0,25.5,18.5,45.6,0.0,10.4
plta_redelong,PLTA Redelong,2026-07-14,11.17.05.2002,Bale Redelong,catchment_point,yes,4.748139,96.977344,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for Forecast Redelong,18:00,9,9.098,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,83.4,Tinggi,21.65,+/-2.02,91.93,+/-4.32,0.17,+/-0.23,21.65,+/-2.02,0.0,25.5,31.7,42.9,0.0,0.0
gpm1,GPM1,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,06:00,7,6.78,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,70.0,Sedang,11.61,+/-1.76,85.34,+/-7.99,0.0,+/-0.0,11.61,+/-1.76,12.5,45.0,42.5,0.0,0.0,0.0
gpm1,GPM1,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,09:00,7,6.78,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,70.0,Sedang,16.81,+/-0.88,65.8,+/-6.41,0.0,+/-0.0,16.81,+/-0.88,26.5,31.0,42.5,0.0,0.0,0.0
gpm1,GPM1,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,12:00,9,8.0725,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,82.2,Tinggi,21.07,+/-1.17,56.33,+/-6.5,0.07,+/-0.26,21.07,+/-1.17,31.5,13.6,48.1,0.0,0.0,6.8
gpm1,GPM1,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,15:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,81.8,Tinggi,21.1,+/-1.43,59.43,+/-6.51,0.06,+/-0.11,21.1,+/-1.43,35.0,10.4,30.4,24.1,0.0,0.0
gpm1,GPM1,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,18:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,91.4,Tinggi,17.76,+/-1.43,77.46,+/-7.03,0.0,+/-0.0,17.76,+/-1.43,19.7,73.4,6.9,0.0,0.0,0.0
gpm1,GPM1,2026-07-13,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,06:00,9,9.0806,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,97.7,Tinggi,12.62,+/-1.96,90.1,+/-5.81,0.0,+/-0.0,12.62,+/-1.96,0.0,0.0,100.0,0.0,0.0,0.0
gpm1,GPM1,2026-07-13,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,09:00,9,9.0806,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,92.0,Tinggi,16.91,+/-0.85,72.53,+/-5.67,0.0,+/-0.0,16.91,+/-0.85,0.0,25.3,74.7,0.0,0.0,0.0
gpm1,GPM1,2026-07-13,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,12:00,9,9.0806,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,91.6,Tinggi,21.37,+/-1.29,57.91,+/-7.67,0.02,+/-0.06,21.37,+/-1.29,0.0,14.6,74.7,10.8,0.0,0.0
gpm1,GPM1,2026-07-13,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,15:00,9,9.0806,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,86.6,Tinggi,20.05,+/-1.27,68.21,+/-10.04,0.15,+/-0.16,20.05,+/-1.27,0.0,14.6,29.5,55.9,0.0,0.0
gpm1,GPM1,2026-07-13,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,18:00,9,9.0806,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,87.2,Tinggi,16.7,+/-1.38,88.8,+/-2.76,0.15,+/-0.19,16.7,+/-1.38,0.0,14.6,29.0,56.5,0.0,0.0
gpm1,GPM1,2026-07-14,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,06:00,9,9.098,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,94.4,Tinggi,13.04,+/-1.81,93.08,+/-3.4,0.0,+/-0.0,13.04,+/-1.81,14.6,0.0,85.4,0.0,0.0,0.0
gpm1,GPM1,2026-07-14,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,09:00,9,9.098,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,89.3,Tinggi,17.12,+/-0.77,76.1,+/-4.86,0.0,+/-0.0,17.12,+/-0.77,14.6,21.8,63.5,0.0,0.0,0.0
gpm1,GPM1,2026-07-14,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,12:00,9,9.098,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,82.5,Tinggi,20.28,+/-1.8,67.56,+/-8.81,0.15,+/-0.18,20.28,+/-1.8,0.0,14.6,39.9,34.6,0.0,10.8
gpm1,GPM1,2026-07-14,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,15:00,9,9.098,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,84.2,Tinggi,18.75,+/-1.42,81.65,+/-5.06,0.33,+/-0.4,18.75,+/-1.42,0.0,25.5,18.5,45.6,0.0,10.4
gpm1,GPM1,2026-07-14,11.17.05.2002,Bale Redelong,catchment_point,yes,4.81572033808049,96.877105410688,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,18:00,9,9.098,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,83.4,Tinggi,16.71,+/-1.49,91.13,+/-4.71,0.18,+/-0.27,16.71,+/-1.49,0.0,25.5,42.1,32.4,0.0,0.0
gpm2,GPM2,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.811672965065149,96.9505347134354,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,06:00,7,6.78,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,69.8,Sedang,15.96,+/-1.89,83.5,+/-10.09,0.0,+/-0.0,15.96,+/-1.89,12.5,45.0,42.5,0.0,0.0,0.0
gpm2,GPM2,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.811672965065149,96.9505347134354,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,09:00,7,6.78,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,69.8,Sedang,21.29,+/-0.94,64.29,+/-7.9,0.0,+/-0.0,21.29,+/-0.94,26.5,31.0,42.5,0.0,0.0,0.0
gpm2,GPM2,2026-07-12,11.17.05.2002,Bale Redelong,catchment_point,yes,4.811672965065149,96.9505347134354,Asia/Jakarta,Forecast Redelong representative point. BMKG ADM4 reference: 11.17.05.2002 (Bale Redelong). Initial BMKG reference for catchment point,12:00,9,8.0725,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,83.1,Tinggi,25.39,+/-1.34,52.7,+/-8.63,0.03,+/-0.1,25.52,+/-1.54,21.0,52.0,20.2,6.8,0.0,0.0
