location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
plta_redelong,2026-08-22,00:00,Berawan,85.9,Tinggi,6,7,0.8571,6.0,19.04,0.59,97.4,1.2,0.0,0.0,19.04,0.59,0.0,0.0,16.7,0.0,83.3,0.0,0.0,0.0
plta_redelong,2026-08-22,01:00,Berawan,81.7,Tinggi,6,7,0.8571,6.0,18.78,0.52,96.67,1.97,0.0,0.0,18.78,0.52,0.0,0.0,16.7,16.7,66.7,0.0,0.0,0.0
plta_redelong,2026-08-22,02:00,Berawan,81.6,Tinggi,6,7,0.8571,6.0,18.44,0.61,96.33,2.13,0.0,0.0,18.44,0.61,0.0,0.0,16.7,16.7,66.7,0.0,0.0,0.0
plta_redelong,2026-08-22,03:00,Berawan,77.1,Sedang,6,7,0.8571,6.0,18.58,1.32,96.17,2.41,0.0,0.0,18.58,1.32,0.0,0.0,16.7,33.3,50.0,0.0,0.0,0.0
plta_redelong,2026-08-22,04:00,Cerah Berawan,83.0,Tinggi,7,7,1.0,6.6868,18.31,1.16,94.92,4.41,0.0,0.0,18.31,1.16,25.71,180.0,25.2,44.9,29.9,0.0,0.0,0.0
plta_redelong,2026-08-22,05:00,Cerah,82.0,Tinggi,7,7,1.0,6.6868,18.15,1.06,95.83,2.19,0.03,0.07,18.15,1.06,17.14,120.0,40.2,29.9,15.0,15.0,0.0,0.0
plta_redelong,2026-08-22,06:00,Cerah Berawan,87.4,Tinggi,7,7,1.0,6.9366,18.14,0.94,95.33,2.05,0.0,0.0,18.14,0.94,8.57,60.0,42.3,57.7,0.0,0.0,0.0,0.0
plta_redelong,2026-08-22,07:00,Cerah,92.1,Tinggi,7,7,1.0,7.2488,18.57,0.73,91.59,4.06,0.0,0.0,18.57,0.73,0.0,0.0,72.4,27.6,0.0,0.0,0.0,0.0
plta_redelong,2026-08-22,08:00,Cerah Berawan,83.6,Tinggi,7,7,1.0,6.9366,20.56,0.98,86.45,4.42,0.0,0.0,20.56,0.98,8.57,60.0,42.3,43.2,14.4,0.0,0.0,0.0
plta_redelong,2026-08-22,09:00,Cerah Berawan,87.2,Tinggi,7,7,1.0,6.9366,23.44,0.89,79.8,4.45,0.0,0.0,23.44,0.89,8.57,60.0,27.9,57.7,14.4,0.0,0.0,0.0
plta_redelong,2026-08-22,10:00,Cerah Berawan,87.3,Tinggi,7,7,1.0,7.2488,25.13,0.93,64.83,8.71,0.0,0.0,24.85,0.65,0.0,0.0,31.0,55.2,13.8,0.0,0.0,0.0
plta_redelong,2026-08-22,11:00,Cerah,82.7,Tinggi,7,7,1.0,6.9366,26.25,1.31,61.15,8.56,0.12,0.26,26.73,2.02,8.57,60.0,42.3,14.4,28.8,14.4,0.0,0.0
plta_redelong,2026-08-22,12:00,Cerah Berawan,79.2,Sedang,7,7,1.0,6.9366,26.72,1.53,60.74,8.91,0.13,0.26,27.31,2.47,8.57,60.0,13.5,28.8,28.8,28.8,0.0,0.0
plta_redelong,2026-08-22,13:00,Hujan Ringan,83.2,Tinggi,7,7,1.0,7.2488,26.39,1.67,64.35,9.1,0.37,0.34,27.18,2.94,0.0,0.0,17.2,13.8,13.8,41.4,0.0,13.8
plta_redelong,2026-08-22,14:00,Hujan Ringan,89.9,Tinggi,7,7,1.0,6.9366,25.76,1.46,70.54,7.89,0.83,0.57,25.23,0.75,8.57,60.0,13.5,0.0,0.0,72.1,0.0,14.4
plta_redelong,2026-08-22,15:00,Hujan Ringan,86.1,Tinggi,7,7,1.0,6.9366,24.28,1.49,81.07,6.79,1.25,0.87,23.79,0.95,8.57,60.0,13.5,0.0,0.0,57.7,14.4,14.4
plta_redelong,2026-08-22,16:00,Hujan Ringan,82.6,Tinggi,7,7,1.0,7.2488,23.56,1.41,83.62,8.91,1.43,1.31,23.56,1.41,0.0,0.0,17.2,13.8,0.0,41.4,13.8,13.8
plta_redelong,2026-08-22,17:00,Hujan Ringan,90.5,Tinggi,7,7,1.0,6.9366,22.89,0.48,88.86,7.7,0.67,0.46,22.89,0.48,8.57,60.0,13.5,0.0,14.4,72.1,0.0,0.0
