date,rain_mm,temperature_mean_c,temperature_max_c,temperature_min_c,wind_speed_2m_mps,relative_humidity_2m_pct,source,observation_type
1999-06-21,0.0,23.94,27.9,20.7,0.64,84.19,NASA POWER Daily,gridded_meteorological_proxy
1999-06-22,0.04,23.79,27.51,21.01,1.0,86.21,NASA POWER Daily,gridded_meteorological_proxy
1999-06-23,0.34,23.81,27.55,20.85,0.76,86.51,NASA POWER Daily,gridded_meteorological_proxy
1999-06-24,7.08,23.54,26.98,21.44,1.48,89.01,NASA POWER Daily,gridded_meteorological_proxy
1999-06-25,2.41,22.96,26.85,20.6,1.41,86.88,NASA POWER Daily,gridded_meteorological_proxy
1999-06-26,7.41,21.8,25.62,19.12,1.15,86.43,NASA POWER Daily,gridded_meteorological_proxy
1999-06-27,0.13,21.91,26.32,18.25,1.22,86.93,NASA POWER Daily,gridded_meteorological_proxy
1999-06-28,0.03,22.64,26.94,19.09,0.72,85.35,NASA POWER Daily,gridded_meteorological_proxy
1999-06-29,0.03,23.37,27.4,20.18,1.33,86.77,NASA POWER Daily,gridded_meteorological_proxy
1999-06-30,0.2,23.64,27.11,21.23,1.48,86.88,NASA POWER Daily,gridded_meteorological_proxy
1999-07-01,1.3,23.05,25.64,21.05,1.06,88.05,NASA POWER Daily,gridded_meteorological_proxy
1999-07-02,1.76,22.79,26.54,20.46,1.44,88.85,NASA POWER Daily,gridded_meteorological_proxy
1999-07-03,29.21,22.9,25.15,20.87,1.14,93.42,NASA POWER Daily,gridded_meteorological_proxy
1999-07-04,17.29,22.78,24.52,21.49,1.12,93.79,NASA POWER Daily,gridded_meteorological_proxy
1999-07-05,12.76,22.5,24.73,20.91,1.16,92.48,NASA POWER Daily,gridded_meteorological_proxy
1999-07-06,1.83,23.07,26.49,20.19,0.73,87.68,NASA POWER Daily,gridded_meteorological_proxy
1999-07-07,1.74,23.27,26.54,20.8,0.97,89.91,NASA POWER Daily,gridded_meteorological_proxy
1999-07-08,0.36,23.29,26.47,21.12,0.99,89.43,NASA POWER Daily,gridded_meteorological_proxy
1999-07-09,4.83,23.08,26.67,20.77,1.35,88.46,NASA POWER Daily,gridded_meteorological_proxy
1999-07-10,0.86,22.3,26.08,19.69,1.24,85.68,NASA POWER Daily,gridded_meteorological_proxy
1999-07-11,0.01,22.23,25.77,18.82,0.94,87.02,NASA POWER Daily,gridded_meteorological_proxy
1999-07-12,1.19,22.7,25.99,20.47,1.15,88.81,NASA POWER Daily,gridded_meteorological_proxy
1999-07-13,0.27,22.86,26.66,20.2,1.07,86.86,NASA POWER Daily,gridded_meteorological_proxy
1999-07-14,2.74,23.15,26.49,20.53,1.16,87.91,NASA POWER Daily,gridded_meteorological_proxy
1999-07-15,13.26,22.99,26.12,21.21,1.25,91.33,NASA POWER Daily,gridded_meteorological_proxy
1999-07-16,2.84,22.49,24.52,20.73,0.6,92.49,NASA POWER Daily,gridded_meteorological_proxy
1999-07-17,0.86,22.5,25.3,20.53,0.88,89.21,NASA POWER Daily,gridded_meteorological_proxy
1999-07-18,1.01,23.11,26.67,20.67,0.82,88.4,NASA POWER Daily,gridded_meteorological_proxy
1999-07-19,0.53,22.97,26.69,20.33,0.55,83.93,NASA POWER Daily,gridded_meteorological_proxy
1999-07-20,4.89,22.91,26.71,20.46,1.12,88.74,NASA POWER Daily,gridded_meteorological_proxy
1999-07-21,1.19,22.77,26.8,19.96,1.4,86.3,NASA POWER Daily,gridded_meteorological_proxy
1999-07-22,0.01,22.43,26.61,19.54,1.3,83.56,NASA POWER Daily,gridded_meteorological_proxy
1999-07-23,0.0,22.01,26.36,18.89,1.14,82.99,NASA POWER Daily,gridded_meteorological_proxy
1999-07-24,0.04,22.05,26.39,19.03,1.21,83.62,NASA POWER Daily,gridded_meteorological_proxy
1999-07-25,0.02,21.71,25.71,19.28,1.33,84.68,NASA POWER Daily,gridded_meteorological_proxy
1999-07-26,0.08,22.32,27.02,18.64,0.95,84.31,NASA POWER Daily,gridded_meteorological_proxy
1999-07-27,0.1,22.85,27.49,18.91,0.75,83.69,NASA POWER Daily,gridded_meteorological_proxy
1999-07-28,0.0,23.39,27.99,20.25,1.24,84.5,NASA POWER Daily,gridded_meteorological_proxy
1999-07-29,0.0,22.23,26.46,19.21,1.34,82.15,NASA POWER Daily,gridded_meteorological_proxy
1999-07-30,0.0,21.35,25.38,18.28,1.09,85.08,NASA POWER Daily,gridded_meteorological_proxy
1999-07-31,0.0,22.71,27.23,19.23,1.3,84.52,NASA POWER Daily,gridded_meteorological_proxy
1999-08-01,0.0,22.89,27.35,19.36,1.1,82.3,NASA POWER Daily,gridded_meteorological_proxy
1999-08-02,0.0,22.92,27.57,19.23,1.31,83.06,NASA POWER Daily,gridded_meteorological_proxy
1999-08-03,0.0,23.05,26.77,20.07,1.22,85.94,NASA POWER Daily,gridded_meteorological_proxy
1999-08-04,0.51,23.54,27.87,20.35,1.35,84.26,NASA POWER Daily,gridded_meteorological_proxy
1999-08-05,0.04,23.27,27.26,20.29,1.22,83.77,NASA POWER Daily,gridded_meteorological_proxy
1999-08-06,0.0,23.38,27.79,20.6,1.52,81.67,NASA POWER Daily,gridded_meteorological_proxy
1999-08-07,0.12,22.83,26.86,19.76,1.56,81.77,NASA POWER Daily,gridded_meteorological_proxy
1999-08-08,0.01,23.26,27.84,20.15,1.4,81.87,NASA POWER Daily,gridded_meteorological_proxy
1999-08-09,0.02,23.38,26.87,20.54,1.09,84.73,NASA POWER Daily,gridded_meteorological_proxy
1999-08-10,6.87,23.65,27.61,20.9,0.99,86.69,NASA POWER Daily,gridded_meteorological_proxy
1999-08-11,3.82,22.4,24.69,20.83,1.67,89.5,NASA POWER Daily,gridded_meteorological_proxy
1999-08-12,0.95,23.11,26.87,20.73,1.28,86.17,NASA POWER Daily,gridded_meteorological_proxy
1999-08-13,0.36,23.58,27.55,20.55,1.13,84.46,NASA POWER Daily,gridded_meteorological_proxy
1999-08-14,0.13,23.66,28.25,20.34,1.65,81.69,NASA POWER Daily,gridded_meteorological_proxy
1999-08-15,0.32,23.65,28.24,20.46,1.51,83.11,NASA POWER Daily,gridded_meteorological_proxy
1999-08-16,4.74,23.08,27.59,19.88,1.26,83.79,NASA POWER Daily,gridded_meteorological_proxy
1999-08-17,6.69,23.56,28.83,20.43,1.41,84.6,NASA POWER Daily,gridded_meteorological_proxy
1999-08-18,2.53,23.24,28.45,19.52,1.39,80.82,NASA POWER Daily,gridded_meteorological_proxy
1999-08-19,0.52,23.01,28.44,19.31,1.59,77.95,NASA POWER Daily,gridded_meteorological_proxy
1999-08-20,0.0,22.51,28.1,17.84,0.99,75.3,NASA POWER Daily,gridded_meteorological_proxy
1999-08-21,0.0,23.05,28.36,18.53,1.36,77.22,NASA POWER Daily,gridded_meteorological_proxy
1999-08-22,0.0,23.34,28.68,19.42,1.02,75.35,NASA POWER Daily,gridded_meteorological_proxy
1999-08-23,0.0,22.43,27.78,17.22,1.07,79.92,NASA POWER Daily,gridded_meteorological_proxy
1999-08-24,1.93,23.64,27.6,20.74,1.25,84.53,NASA POWER Daily,gridded_meteorological_proxy
1999-08-25,10.05,24.21,28.88,21.15,1.29,83.58,NASA POWER Daily,gridded_meteorological_proxy
1999-08-26,3.15,23.78,28.03,21.1,1.29,81.41,NASA POWER Daily,gridded_meteorological_proxy
1999-08-27,1.38,24.13,29.37,20.41,1.22,77.31,NASA POWER Daily,gridded_meteorological_proxy
1999-08-28,1.88,23.5,29.26,18.24,0.97,76.17,NASA POWER Daily,gridded_meteorological_proxy
1999-08-29,1.59,23.9,29.36,20.19,1.34,79.66,NASA POWER Daily,gridded_meteorological_proxy
1999-08-30,0.21,23.89,28.43,20.78,1.41,79.27,NASA POWER Daily,gridded_meteorological_proxy
1999-08-31,0.02,24.21,29.74,20.31,1.36,77.69,NASA POWER Daily,gridded_meteorological_proxy
1999-09-01,0.0,24.69,30.26,20.51,1.23,74.62,NASA POWER Daily,gridded_meteorological_proxy
1999-09-02,0.0,24.3,30.13,19.35,1.4,73.89,NASA POWER Daily,gridded_meteorological_proxy
1999-09-03,0.0,23.4,29.16,19.29,1.56,71.37,NASA POWER Daily,gridded_meteorological_proxy
1999-09-04,0.01,22.44,29.04,16.94,1.31,69.04,NASA POWER Daily,gridded_meteorological_proxy
1999-09-05,0.0,23.6,29.97,18.64,1.24,70.22,NASA POWER Daily,gridded_meteorological_proxy
1999-09-06,0.0,23.99,30.39,19.04,1.34,70.82,NASA POWER Daily,gridded_meteorological_proxy
1999-09-07,0.0,24.33,29.86,20.02,1.43,72.16,NASA POWER Daily,gridded_meteorological_proxy
1999-09-08,0.0,24.77,30.75,19.84,1.67,73.15,NASA POWER Daily,gridded_meteorological_proxy
1999-09-09,12.81,23.98,28.36,21.25,1.41,82.37,NASA POWER Daily,gridded_meteorological_proxy
1999-09-10,3.37,24.33,29.42,20.65,1.16,77.08,NASA POWER Daily,gridded_meteorological_proxy
1999-09-11,0.01,24.7,30.19,20.93,1.35,76.69,NASA POWER Daily,gridded_meteorological_proxy
1999-09-12,0.02,24.63,30.28,19.93,1.47,72.76,NASA POWER Daily,gridded_meteorological_proxy
1999-09-13,0.02,24.45,29.96,20.49,1.59,73.0,NASA POWER Daily,gridded_meteorological_proxy
1999-09-14,0.0,24.95,31.37,20.62,1.79,73.33,NASA POWER Daily,gridded_meteorological_proxy
1999-09-15,0.01,25.03,31.33,20.49,1.66,71.28,NASA POWER Daily,gridded_meteorological_proxy
1999-09-16,0.0,25.0,30.76,20.64,1.69,73.09,NASA POWER Daily,gridded_meteorological_proxy
1999-09-17,0.05,24.94,29.66,21.42,1.43,76.54,NASA POWER Daily,gridded_meteorological_proxy
1999-09-18,8.36,25.06,29.91,21.83,1.5,78.06,NASA POWER Daily,gridded_meteorological_proxy
1999-09-19,2.17,25.01,29.68,21.43,1.14,73.04,NASA POWER Daily,gridded_meteorological_proxy
1999-09-20,0.03,25.43,31.75,20.13,1.41,70.86,NASA POWER Daily,gridded_meteorological_proxy
1999-09-21,0.05,25.54,31.46,20.88,1.64,71.16,NASA POWER Daily,gridded_meteorological_proxy
1999-09-22,0.02,25.52,31.93,20.5,1.7,68.86,NASA POWER Daily,gridded_meteorological_proxy
1999-09-23,0.01,25.48,31.3,20.9,1.6,72.76,NASA POWER Daily,gridded_meteorological_proxy
1999-09-24,0.02,25.7,31.44,21.39,1.58,71.52,NASA POWER Daily,gridded_meteorological_proxy
1999-09-25,2.96,25.21,29.81,22.12,1.64,74.53,NASA POWER Daily,gridded_meteorological_proxy
1999-09-26,4.7,24.73,29.33,21.71,1.54,78.25,NASA POWER Daily,gridded_meteorological_proxy
1999-09-27,0.94,24.96,31.13,20.49,1.54,74.58,NASA POWER Daily,gridded_meteorological_proxy
1999-09-28,3.69,24.57,29.31,21.36,1.49,78.53,NASA POWER Daily,gridded_meteorological_proxy
1999-09-29,2.32,25.02,30.81,21.45,1.47,77.11,NASA POWER Daily,gridded_meteorological_proxy
1999-09-30,1.41,25.46,31.28,21.62,1.64,75.23,NASA POWER Daily,gridded_meteorological_proxy
1999-10-01,2.18,25.38,31.65,21.16,1.61,72.76,NASA POWER Daily,gridded_meteorological_proxy
1999-10-02,2.33,25.39,31.7,20.87,1.61,69.91,NASA POWER Daily,gridded_meteorological_proxy
1999-10-03,1.94,24.51,30.54,19.17,1.4,73.66,NASA POWER Daily,gridded_meteorological_proxy
1999-10-04,11.26,24.89,30.6,21.14,1.38,79.17,NASA POWER Daily,gridded_meteorological_proxy
1999-10-05,2.24,25.83,31.5,21.67,1.46,72.53,NASA POWER Daily,gridded_meteorological_proxy
1999-10-06,0.1,26.16,32.2,21.26,1.53,67.64,NASA POWER Daily,gridded_meteorological_proxy
1999-10-07,0.01,26.41,32.41,21.58,1.36,67.74,NASA POWER Daily,gridded_meteorological_proxy
1999-10-08,3.19,25.71,31.54,22.17,1.94,73.82,NASA POWER Daily,gridded_meteorological_proxy
1999-10-09,3.55,25.43,31.35,21.52,1.35,75.73,NASA POWER Daily,gridded_meteorological_proxy
1999-10-10,40.42,24.56,29.51,21.68,1.34,82.67,NASA POWER Daily,gridded_meteorological_proxy
1999-10-11,27.58,24.04,28.43,21.34,1.35,84.56,NASA POWER Daily,gridded_meteorological_proxy
1999-10-12,28.33,23.2,25.43,21.83,1.2,92.7,NASA POWER Daily,gridded_meteorological_proxy
1999-10-13,14.31,23.39,27.4,20.86,1.9,87.51,NASA POWER Daily,gridded_meteorological_proxy
1999-10-14,7.94,23.66,27.07,21.36,1.41,88.92,NASA POWER Daily,gridded_meteorological_proxy
1999-10-15,1.87,24.13,28.01,21.41,0.98,85.41,NASA POWER Daily,gridded_meteorological_proxy
1999-10-16,1.4,24.22,28.48,21.71,1.48,85.65,NASA POWER Daily,gridded_meteorological_proxy
1999-10-17,7.42,24.2,28.52,21.56,1.18,84.77,NASA POWER Daily,gridded_meteorological_proxy
1999-10-18,1.28,24.62,29.06,21.33,1.43,83.51,NASA POWER Daily,gridded_meteorological_proxy
1999-10-19,36.14,24.62,28.9,21.54,1.5,86.36,NASA POWER Daily,gridded_meteorological_proxy
1999-10-20,6.68,24.63,28.38,21.93,0.85,86.35,NASA POWER Daily,gridded_meteorological_proxy
1999-10-21,2.05,24.49,27.98,22.51,1.4,87.56,NASA POWER Daily,gridded_meteorological_proxy
1999-10-22,1.95,24.13,27.62,22.17,0.8,87.26,NASA POWER Daily,gridded_meteorological_proxy
1999-10-23,3.78,23.27,25.88,21.71,1.54,90.38,NASA POWER Daily,gridded_meteorological_proxy
1999-10-24,6.4,23.27,26.64,21.09,1.42,88.47,NASA POWER Daily,gridded_meteorological_proxy
1999-10-25,6.41,23.42,26.12,21.54,1.24,89.65,NASA POWER Daily,gridded_meteorological_proxy
1999-10-26,11.39,23.79,27.43,21.26,1.11,89.48,NASA POWER Daily,gridded_meteorological_proxy
1999-10-27,11.67,23.68,25.7,22.23,1.25,93.27,NASA POWER Daily,gridded_meteorological_proxy
1999-10-28,10.15,23.66,25.86,22.16,0.75,91.71,NASA POWER Daily,gridded_meteorological_proxy
1999-10-29,1.09,24.44,29.19,20.74,0.99,84.38,NASA POWER Daily,gridded_meteorological_proxy
1999-10-30,1.3,23.5,26.45,21.93,1.33,90.58,NASA POWER Daily,gridded_meteorological_proxy
1999-10-31,0.46,22.98,26.21,21.17,1.5,88.1,NASA POWER Daily,gridded_meteorological_proxy
1999-11-01,7.53,22.98,26.48,20.94,1.27,91.12,NASA POWER Daily,gridded_meteorological_proxy
1999-11-02,6.0,23.55,27.13,21.42,1.37,89.6,NASA POWER Daily,gridded_meteorological_proxy
1999-11-03,1.29,22.78,25.11,21.16,2.07,91.73,NASA POWER Daily,gridded_meteorological_proxy
1999-11-04,6.01,22.48,25.73,20.83,2.02,90.18,NASA POWER Daily,gridded_meteorological_proxy
1999-11-05,12.3,22.65,25.47,21.0,1.7,91.03,NASA POWER Daily,gridded_meteorological_proxy
1999-11-06,8.09,23.49,27.83,20.65,1.5,86.95,NASA POWER Daily,gridded_meteorological_proxy
1999-11-07,2.91,23.34,27.33,20.72,1.48,87.42,NASA POWER Daily,gridded_meteorological_proxy
1999-11-08,1.05,23.52,27.41,21.1,0.78,83.47,NASA POWER Daily,gridded_meteorological_proxy
1999-11-09,10.07,24.01,28.45,20.85,1.18,84.47,NASA POWER Daily,gridded_meteorological_proxy
1999-11-10,1.14,23.25,26.8,20.9,1.05,85.28,NASA POWER Daily,gridded_meteorological_proxy
1999-11-11,1.16,23.88,28.22,20.83,1.23,85.8,NASA POWER Daily,gridded_meteorological_proxy
1999-11-12,5.83,23.87,26.77,21.97,1.21,89.86,NASA POWER Daily,gridded_meteorological_proxy
1999-11-13,3.29,23.41,25.81,21.97,1.39,92.65,NASA POWER Daily,gridded_meteorological_proxy
1999-11-14,0.36,23.87,28.18,21.73,1.12,88.66,NASA POWER Daily,gridded_meteorological_proxy
1999-11-15,8.97,23.47,26.92,21.63,1.44,90.62,NASA POWER Daily,gridded_meteorological_proxy
1999-11-16,6.03,23.45,27.38,21.01,1.77,88.96,NASA POWER Daily,gridded_meteorological_proxy
1999-11-17,2.86,22.98,25.88,21.06,1.13,90.91,NASA POWER Daily,gridded_meteorological_proxy
1999-11-18,9.12,23.13,26.06,21.34,1.85,89.77,NASA POWER Daily,gridded_meteorological_proxy
1999-11-19,15.52,23.06,26.22,21.05,2.04,88.62,NASA POWER Daily,gridded_meteorological_proxy
1999-11-20,31.14,22.72,26.2,20.62,1.66,89.01,NASA POWER Daily,gridded_meteorological_proxy
1999-11-21,12.23,23.3,27.48,20.47,1.5,88.2,NASA POWER Daily,gridded_meteorological_proxy
1999-11-22,1.46,23.36,26.95,21.02,0.92,88.9,NASA POWER Daily,gridded_meteorological_proxy
1999-11-23,3.4,23.85,27.44,21.03,0.65,86.35,NASA POWER Daily,gridded_meteorological_proxy
1999-11-24,1.03,23.85,26.69,21.77,0.63,88.67,NASA POWER Daily,gridded_meteorological_proxy
1999-11-25,3.54,23.33,25.33,21.88,0.97,91.4,NASA POWER Daily,gridded_meteorological_proxy
1999-11-26,4.24,23.7,26.54,21.17,0.57,88.35,NASA POWER Daily,gridded_meteorological_proxy
1999-11-27,5.35,24.4,28.24,21.97,0.7,87.11,NASA POWER Daily,gridded_meteorological_proxy
1999-11-28,2.08,24.04,27.78,22.21,1.21,87.89,NASA POWER Daily,gridded_meteorological_proxy
1999-11-29,3.96,23.19,26.03,21.3,1.19,87.93,NASA POWER Daily,gridded_meteorological_proxy
1999-11-30,0.67,23.56,27.71,20.62,1.39,85.16,NASA POWER Daily,gridded_meteorological_proxy
1999-12-01,5.05,23.37,27.11,20.77,1.22,86.04,NASA POWER Daily,gridded_meteorological_proxy
1999-12-02,2.9,24.09,28.62,21.19,1.26,85.54,NASA POWER Daily,gridded_meteorological_proxy
1999-12-03,5.94,24.08,27.43,21.77,1.15,87.84,NASA POWER Daily,gridded_meteorological_proxy
1999-12-04,5.83,24.61,28.78,21.76,1.29,87.57,NASA POWER Daily,gridded_meteorological_proxy
1999-12-05,9.49,23.44,25.07,21.92,1.54,94.43,NASA POWER Daily,gridded_meteorological_proxy
1999-12-06,14.36,23.12,26.33,21.01,1.05,89.57,NASA POWER Daily,gridded_meteorological_proxy
1999-12-07,19.71,22.98,25.0,21.5,1.84,92.28,NASA POWER Daily,gridded_meteorological_proxy
1999-12-08,12.69,23.0,25.45,21.1,1.53,93.26,NASA POWER Daily,gridded_meteorological_proxy
1999-12-09,6.74,22.82,24.71,21.73,2.14,91.53,NASA POWER Daily,gridded_meteorological_proxy
1999-12-10,16.12,23.7,27.63,20.95,2.22,87.31,NASA POWER Daily,gridded_meteorological_proxy
1999-12-11,26.09,23.45,27.08,20.55,1.89,88.54,NASA POWER Daily,gridded_meteorological_proxy
1999-12-12,4.15,23.16,26.46,20.27,2.46,88.4,NASA POWER Daily,gridded_meteorological_proxy
1999-12-13,7.91,23.17,25.74,21.56,2.79,88.12,NASA POWER Daily,gridded_meteorological_proxy
1999-12-14,5.11,22.94,25.19,21.46,3.08,91.93,NASA POWER Daily,gridded_meteorological_proxy
1999-12-15,4.9,22.84,24.96,21.71,2.38,93.23,NASA POWER Daily,gridded_meteorological_proxy
1999-12-16,6.02,22.91,25.34,21.39,2.12,92.29,NASA POWER Daily,gridded_meteorological_proxy
1999-12-17,3.48,22.84,26.17,20.87,1.73,92.81,NASA POWER Daily,gridded_meteorological_proxy
1999-12-18,0.6,23.57,27.56,20.9,1.8,87.63,NASA POWER Daily,gridded_meteorological_proxy
1999-12-19,0.82,23.6,27.46,20.58,1.62,86.89,NASA POWER Daily,gridded_meteorological_proxy
1999-12-20,33.01,23.53,27.32,20.87,1.63,88.1,NASA POWER Daily,gridded_meteorological_proxy
1999-12-21,17.98,23.48,27.14,21.2,0.98,89.77,NASA POWER Daily,gridded_meteorological_proxy
1999-12-22,12.15,22.91,24.53,21.66,1.03,93.68,NASA POWER Daily,gridded_meteorological_proxy
1999-12-23,39.39,22.86,24.5,21.73,1.05,94.95,NASA POWER Daily,gridded_meteorological_proxy
1999-12-24,10.78,22.8,24.5,21.32,1.15,93.96,NASA POWER Daily,gridded_meteorological_proxy
1999-12-25,1.17,22.91,24.99,21.65,0.86,91.56,NASA POWER Daily,gridded_meteorological_proxy
1999-12-26,2.1,23.3,26.46,21.47,1.12,89.58,NASA POWER Daily,gridded_meteorological_proxy
1999-12-27,2.79,22.56,24.67,20.85,0.96,92.44,NASA POWER Daily,gridded_meteorological_proxy
1999-12-28,3.45,22.7,24.67,21.62,1.05,93.13,NASA POWER Daily,gridded_meteorological_proxy
1999-12-29,6.79,23.01,25.67,21.24,0.96,90.04,NASA POWER Daily,gridded_meteorological_proxy
1999-12-30,31.07,22.89,24.36,21.71,0.97,95.55,NASA POWER Daily,gridded_meteorological_proxy
1999-12-31,8.19,22.71,24.89,20.97,1.37,92.57,NASA POWER Daily,gridded_meteorological_proxy
2000-01-01,5.69,23.15,26.88,19.89,1.49,89.01,NASA POWER Daily,gridded_meteorological_proxy
2000-01-02,15.18,23.3,26.44,21.06,1.84,90.62,NASA POWER Daily,gridded_meteorological_proxy
2000-01-03,39.13,23.19,26.45,20.52,1.3,90.11,NASA POWER Daily,gridded_meteorological_proxy
2000-01-04,20.56,22.84,24.28,21.59,1.04,95.68,NASA POWER Daily,gridded_meteorological_proxy
2000-01-05,2.94,22.38,23.7,21.2,1.4,93.34,NASA POWER Daily,gridded_meteorological_proxy
2000-01-06,1.03,22.46,24.87,20.51,0.75,90.28,NASA POWER Daily,gridded_meteorological_proxy
2000-01-07,0.01,23.09,26.39,20.33,0.69,89.23,NASA POWER Daily,gridded_meteorological_proxy
2000-01-08,4.82,23.09,25.16,21.51,0.62,93.22,NASA POWER Daily,gridded_meteorological_proxy
2000-01-09,2.28,23.45,26.29,21.49,0.8,90.39,NASA POWER Daily,gridded_meteorological_proxy
2000-01-10,0.1,22.83,25.0,21.3,0.95,91.35,NASA POWER Daily,gridded_meteorological_proxy
2000-01-11,1.79,23.71,28.12,19.98,0.76,83.76,NASA POWER Daily,gridded_meteorological_proxy
2000-01-12,0.46,24.4,28.77,20.95,0.82,83.7,NASA POWER Daily,gridded_meteorological_proxy
2000-01-13,0.44,24.14,28.15,21.17,0.8,86.87,NASA POWER Daily,gridded_meteorological_proxy
2000-01-14,1.42,23.33,25.59,21.9,1.1,91.74,NASA POWER Daily,gridded_meteorological_proxy
2000-01-15,2.12,22.77,24.14,21.59,0.57,93.74,NASA POWER Daily,gridded_meteorological_proxy
2000-01-16,25.0,22.82,25.02,21.31,1.12,93.23,NASA POWER Daily,gridded_meteorological_proxy
2000-01-17,4.25,22.46,24.75,20.5,2.32,90.49,NASA POWER Daily,gridded_meteorological_proxy
2000-01-18,1.75,21.93,24.95,19.79,1.41,90.83,NASA POWER Daily,gridded_meteorological_proxy
2000-01-19,6.53,22.48,25.9,19.89,1.74,89.36,NASA POWER Daily,gridded_meteorological_proxy
2000-01-20,2.53,22.77,26.03,19.96,1.58,88.58,NASA POWER Daily,gridded_meteorological_proxy
2000-01-21,0.26,23.24,26.01,21.44,0.69,89.07,NASA POWER Daily,gridded_meteorological_proxy
2000-01-22,2.01,23.11,25.62,21.56,0.85,89.91,NASA POWER Daily,gridded_meteorological_proxy
2000-01-23,0.47,23.1,26.04,21.07,0.94,91.49,NASA POWER Daily,gridded_meteorological_proxy
2000-01-24,7.98,23.16,25.34,21.65,0.89,89.9,NASA POWER Daily,gridded_meteorological_proxy
2000-01-25,7.4,23.08,25.28,21.04,1.58,93.32,NASA POWER Daily,gridded_meteorological_proxy
2000-01-26,27.18,23.11,24.93,21.54,1.3,93.69,NASA POWER Daily,gridded_meteorological_proxy
2000-01-27,14.81,22.64,23.57,21.54,1.41,93.86,NASA POWER Daily,gridded_meteorological_proxy
2000-01-28,0.12,23.46,26.87,20.74,1.29,86.87,NASA POWER Daily,gridded_meteorological_proxy
2000-01-29,0.87,23.72,27.34,20.93,1.05,88.75,NASA POWER Daily,gridded_meteorological_proxy
2000-01-30,1.13,23.38,25.67,22.04,0.68,91.13,NASA POWER Daily,gridded_meteorological_proxy
2000-01-31,15.2,23.31,25.43,21.66,0.67,92.07,NASA POWER Daily,gridded_meteorological_proxy
2000-02-01,0.99,23.23,25.09,21.79,0.85,92.82,NASA POWER Daily,gridded_meteorological_proxy
2000-02-02,2.79,23.45,26.85,20.96,0.86,89.31,NASA POWER Daily,gridded_meteorological_proxy
2000-02-03,9.17,23.02,25.36,21.36,0.92,92.31,NASA POWER Daily,gridded_meteorological_proxy
2000-02-04,26.93,23.0,24.97,21.63,1.48,93.74,NASA POWER Daily,gridded_meteorological_proxy
2000-02-05,6.38,23.4,26.43,21.32,1.68,90.21,NASA POWER Daily,gridded_meteorological_proxy
2000-02-06,1.33,22.68,24.94,21.04,1.53,92.29,NASA POWER Daily,gridded_meteorological_proxy
2000-02-07,0.71,22.86,25.94,20.55,1.69,90.32,NASA POWER Daily,gridded_meteorological_proxy
2000-02-08,0.43,22.96,26.14,20.52,1.73,89.64,NASA POWER Daily,gridded_meteorological_proxy
2000-02-09,58.23,23.21,26.71,20.71,1.73,88.33,NASA POWER Daily,gridded_meteorological_proxy
2000-02-10,4.74,23.2,26.35,20.5,1.91,89.06,NASA POWER Daily,gridded_meteorological_proxy
2000-02-11,0.09,23.47,27.08,20.67,1.29,85.29,NASA POWER Daily,gridded_meteorological_proxy
2000-02-12,0.43,23.58,27.85,19.67,0.94,80.68,NASA POWER Daily,gridded_meteorological_proxy
2000-02-13,0.12,23.3,26.97,20.98,1.37,85.09,NASA POWER Daily,gridded_meteorological_proxy
2000-02-14,18.75,23.44,27.28,20.22,1.16,86.58,NASA POWER Daily,gridded_meteorological_proxy
2000-02-15,3.89,23.7,26.73,21.2,1.14,87.33,NASA POWER Daily,gridded_meteorological_proxy
2000-02-16,19.26,23.6,26.75,20.95,1.17,85.74,NASA POWER Daily,gridded_meteorological_proxy
2000-02-17,4.58,23.48,28.08,19.83,1.36,85.42,NASA POWER Daily,gridded_meteorological_proxy
2000-02-18,48.61,23.62,27.17,20.76,1.67,88.83,NASA POWER Daily,gridded_meteorological_proxy
2000-02-19,16.46,22.91,24.8,21.79,1.32,92.42,NASA POWER Daily,gridded_meteorological_proxy
2000-02-20,6.6,23.08,25.79,21.3,1.17,89.95,NASA POWER Daily,gridded_meteorological_proxy
2000-02-21,0.55,23.34,25.91,21.49,1.11,90.88,NASA POWER Daily,gridded_meteorological_proxy
2000-02-22,8.55,23.2,24.86,21.78,1.13,93.7,NASA POWER Daily,gridded_meteorological_proxy
2000-02-23,4.63,23.48,26.31,21.8,1.37,91.86,NASA POWER Daily,gridded_meteorological_proxy
2000-02-24,3.77,23.25,26.06,21.27,2.01,90.74,NASA POWER Daily,gridded_meteorological_proxy
2000-02-25,0.57,22.83,25.11,21.05,1.58,90.94,NASA POWER Daily,gridded_meteorological_proxy
2000-02-26,0.0,22.35,24.68,20.69,1.5,89.0,NASA POWER Daily,gridded_meteorological_proxy
2000-02-27,0.0,23.34,27.61,19.74,1.22,83.15,NASA POWER Daily,gridded_meteorological_proxy
2000-02-28,0.0,23.66,27.8,20.89,1.19,86.12,NASA POWER Daily,gridded_meteorological_proxy
2000-02-29,0.0,23.4,27.81,20.4,1.23,82.51,NASA POWER Daily,gridded_meteorological_proxy
2000-03-01,0.0,22.58,25.61,19.76,1.1,85.79,NASA POWER Daily,gridded_meteorological_proxy
2000-03-02,0.02,23.57,27.21,21.25,1.48,87.72,NASA POWER Daily,gridded_meteorological_proxy
2000-03-03,6.32,22.99,25.38,20.88,1.17,91.1,NASA POWER Daily,gridded_meteorological_proxy
2000-03-04,3.2,22.76,25.13,21.21,1.43,92.4,NASA POWER Daily,gridded_meteorological_proxy
