date,rain_mm,temperature_mean_c,temperature_max_c,temperature_min_c,wind_speed_2m_mps,relative_humidity_2m_pct,source,observation_type
1990-09-06,0.03,24.15,28.98,20.49,1.15,74.24,NASA POWER Daily,gridded_meteorological_proxy
1990-09-07,0.15,25.09,30.9,20.41,1.29,73.0,NASA POWER Daily,gridded_meteorological_proxy
1990-09-08,22.61,24.86,30.62,21.13,1.4,79.08,NASA POWER Daily,gridded_meteorological_proxy
1990-09-09,10.43,24.28,28.44,21.79,1.72,84.06,NASA POWER Daily,gridded_meteorological_proxy
1990-09-10,0.16,24.68,29.41,21.32,1.52,78.46,NASA POWER Daily,gridded_meteorological_proxy
1990-09-11,0.04,24.64,29.93,20.79,1.72,75.71,NASA POWER Daily,gridded_meteorological_proxy
1990-09-12,0.04,24.84,30.69,19.3,1.26,74.93,NASA POWER Daily,gridded_meteorological_proxy
1990-09-13,0.33,25.21,30.74,21.24,1.8,72.34,NASA POWER Daily,gridded_meteorological_proxy
1990-09-14,0.0,25.08,31.16,19.9,1.41,76.06,NASA POWER Daily,gridded_meteorological_proxy
1990-09-15,0.0,25.3,31.05,20.96,1.42,73.27,NASA POWER Daily,gridded_meteorological_proxy
1990-09-16,0.0,25.15,30.87,20.75,1.52,70.89,NASA POWER Daily,gridded_meteorological_proxy
1990-09-17,0.0,24.65,30.03,20.82,1.99,73.98,NASA POWER Daily,gridded_meteorological_proxy
1990-09-18,0.59,24.77,30.3,20.82,1.61,74.18,NASA POWER Daily,gridded_meteorological_proxy
1990-09-19,0.07,25.26,31.33,20.18,1.4,70.61,NASA POWER Daily,gridded_meteorological_proxy
1990-09-20,0.03,25.43,31.21,21.2,1.42,72.31,NASA POWER Daily,gridded_meteorological_proxy
1990-09-21,0.27,24.92,29.18,21.6,1.14,75.51,NASA POWER Daily,gridded_meteorological_proxy
1990-09-22,0.15,25.67,31.13,21.81,1.24,72.75,NASA POWER Daily,gridded_meteorological_proxy
1990-09-23,0.04,25.77,31.28,22.01,1.07,73.69,NASA POWER Daily,gridded_meteorological_proxy
1990-09-24,0.01,25.84,31.59,21.54,1.52,71.03,NASA POWER Daily,gridded_meteorological_proxy
1990-09-25,2.15,25.84,31.68,22.13,1.45,72.41,NASA POWER Daily,gridded_meteorological_proxy
1990-09-26,1.31,26.07,32.04,21.44,1.48,71.69,NASA POWER Daily,gridded_meteorological_proxy
1990-09-27,1.33,25.89,31.88,21.88,1.42,72.79,NASA POWER Daily,gridded_meteorological_proxy
1990-09-28,0.31,25.42,31.48,20.98,1.71,70.14,NASA POWER Daily,gridded_meteorological_proxy
1990-09-29,2.47,25.1,31.22,20.8,1.77,71.8,NASA POWER Daily,gridded_meteorological_proxy
1990-09-30,8.57,25.22,31.48,20.86,1.28,73.25,NASA POWER Daily,gridded_meteorological_proxy
1990-10-01,2.51,25.02,30.91,20.94,1.14,73.95,NASA POWER Daily,gridded_meteorological_proxy
1990-10-02,6.23,24.08,27.03,22.3,1.0,77.83,NASA POWER Daily,gridded_meteorological_proxy
1990-10-03,6.09,23.89,28.28,21.06,1.31,79.45,NASA POWER Daily,gridded_meteorological_proxy
1990-10-04,0.32,24.85,30.0,21.38,1.34,76.09,NASA POWER Daily,gridded_meteorological_proxy
1990-10-05,0.0,25.68,31.51,21.17,1.36,69.71,NASA POWER Daily,gridded_meteorological_proxy
1990-10-06,0.09,25.72,31.18,21.17,1.92,69.77,NASA POWER Daily,gridded_meteorological_proxy
1990-10-07,0.01,25.98,32.06,21.18,1.98,67.58,NASA POWER Daily,gridded_meteorological_proxy
1990-10-08,0.0,26.11,32.44,21.86,1.86,65.63,NASA POWER Daily,gridded_meteorological_proxy
1990-10-09,0.0,25.72,32.8,20.15,1.91,67.98,NASA POWER Daily,gridded_meteorological_proxy
1990-10-10,0.0,25.81,31.86,21.01,1.26,67.17,NASA POWER Daily,gridded_meteorological_proxy
1990-10-11,0.0,26.0,32.54,19.8,1.4,68.8,NASA POWER Daily,gridded_meteorological_proxy
1990-10-12,0.0,26.14,32.02,21.68,2.05,70.13,NASA POWER Daily,gridded_meteorological_proxy
1990-10-13,0.0,26.12,31.72,21.72,1.8,66.66,NASA POWER Daily,gridded_meteorological_proxy
1990-10-14,0.0,26.08,32.0,21.13,1.81,69.42,NASA POWER Daily,gridded_meteorological_proxy
1990-10-15,0.2,26.39,32.48,21.54,1.47,66.66,NASA POWER Daily,gridded_meteorological_proxy
1990-10-16,0.06,26.44,33.15,20.83,1.71,67.79,NASA POWER Daily,gridded_meteorological_proxy
1990-10-17,7.21,26.29,32.5,22.14,1.48,71.08,NASA POWER Daily,gridded_meteorological_proxy
1990-10-18,2.24,25.93,31.22,21.65,1.73,71.87,NASA POWER Daily,gridded_meteorological_proxy
1990-10-19,0.0,26.63,32.76,21.35,1.49,66.15,NASA POWER Daily,gridded_meteorological_proxy
1990-10-20,4.25,25.72,31.63,21.45,1.39,69.07,NASA POWER Daily,gridded_meteorological_proxy
1990-10-21,2.77,25.23,30.65,21.29,1.84,74.47,NASA POWER Daily,gridded_meteorological_proxy
1990-10-22,0.03,26.46,32.02,21.55,1.59,66.28,NASA POWER Daily,gridded_meteorological_proxy
1990-10-23,0.03,26.54,31.93,21.5,1.49,65.17,NASA POWER Daily,gridded_meteorological_proxy
1990-10-24,3.53,25.86,32.01,20.84,1.98,68.04,NASA POWER Daily,gridded_meteorological_proxy
1990-10-25,18.51,24.06,27.78,21.27,1.95,82.67,NASA POWER Daily,gridded_meteorological_proxy
1990-10-26,2.28,25.04,31.35,20.33,1.03,74.23,NASA POWER Daily,gridded_meteorological_proxy
1990-10-27,0.94,26.38,32.66,21.75,1.26,67.44,NASA POWER Daily,gridded_meteorological_proxy
1990-10-28,6.89,26.32,32.54,22.08,1.31,67.97,NASA POWER Daily,gridded_meteorological_proxy
1990-10-29,5.45,25.28,31.18,21.29,1.81,76.59,NASA POWER Daily,gridded_meteorological_proxy
1990-10-30,1.34,26.39,32.56,21.92,1.63,70.41,NASA POWER Daily,gridded_meteorological_proxy
1990-10-31,0.5,26.64,31.95,22.78,1.64,69.87,NASA POWER Daily,gridded_meteorological_proxy
1990-11-01,16.95,25.55,30.91,22.34,0.78,74.3,NASA POWER Daily,gridded_meteorological_proxy
1990-11-02,2.81,25.67,30.79,21.43,0.88,70.87,NASA POWER Daily,gridded_meteorological_proxy
1990-11-03,0.02,26.09,32.0,20.86,1.51,68.29,NASA POWER Daily,gridded_meteorological_proxy
1990-11-04,0.02,26.27,32.51,22.14,1.76,68.13,NASA POWER Daily,gridded_meteorological_proxy
1990-11-05,0.0,26.5,32.12,21.73,1.48,66.45,NASA POWER Daily,gridded_meteorological_proxy
1990-11-06,0.03,26.52,31.6,22.37,1.38,67.65,NASA POWER Daily,gridded_meteorological_proxy
1990-11-07,5.68,25.71,31.13,21.4,1.4,71.42,NASA POWER Daily,gridded_meteorological_proxy
1990-11-08,1.05,25.83,31.49,21.54,1.59,72.54,NASA POWER Daily,gridded_meteorological_proxy
1990-11-09,0.08,26.24,31.53,22.47,1.52,69.75,NASA POWER Daily,gridded_meteorological_proxy
1990-11-10,0.04,25.98,31.47,22.34,1.76,70.82,NASA POWER Daily,gridded_meteorological_proxy
1990-11-11,13.23,24.95,29.54,22.48,1.66,76.25,NASA POWER Daily,gridded_meteorological_proxy
1990-11-12,3.98,24.79,30.25,21.37,1.08,76.63,NASA POWER Daily,gridded_meteorological_proxy
1990-11-13,1.07,25.16,30.73,21.38,1.38,75.42,NASA POWER Daily,gridded_meteorological_proxy
1990-11-14,2.65,23.62,27.3,21.29,1.49,76.82,NASA POWER Daily,gridded_meteorological_proxy
1990-11-15,3.84,23.97,28.9,20.84,1.69,78.13,NASA POWER Daily,gridded_meteorological_proxy
1990-11-16,0.24,25.33,31.33,20.9,1.73,69.85,NASA POWER Daily,gridded_meteorological_proxy
1990-11-17,0.01,26.01,31.42,21.78,1.47,69.42,NASA POWER Daily,gridded_meteorological_proxy
1990-11-18,4.46,25.98,31.86,21.63,1.36,70.29,NASA POWER Daily,gridded_meteorological_proxy
1990-11-19,2.06,26.19,32.37,21.73,1.3,70.83,NASA POWER Daily,gridded_meteorological_proxy
1990-11-20,2.76,26.07,31.51,22.29,1.48,74.69,NASA POWER Daily,gridded_meteorological_proxy
1990-11-21,0.24,26.12,31.79,22.36,1.41,73.82,NASA POWER Daily,gridded_meteorological_proxy
1990-11-22,2.26,24.9,27.86,23.05,1.45,80.09,NASA POWER Daily,gridded_meteorological_proxy
1990-11-23,11.62,25.15,29.73,21.83,0.82,78.91,NASA POWER Daily,gridded_meteorological_proxy
1990-11-24,5.9,24.89,29.07,22.34,1.23,83.2,NASA POWER Daily,gridded_meteorological_proxy
1990-11-25,11.29,24.76,28.68,22.9,1.04,85.54,NASA POWER Daily,gridded_meteorological_proxy
1990-11-26,6.16,25.08,28.85,22.92,1.2,84.46,NASA POWER Daily,gridded_meteorological_proxy
1990-11-27,2.24,25.7,29.71,22.82,1.28,80.04,NASA POWER Daily,gridded_meteorological_proxy
1990-11-28,0.43,26.49,31.85,22.38,0.71,74.53,NASA POWER Daily,gridded_meteorological_proxy
1990-11-29,7.44,24.58,26.94,23.01,1.08,86.08,NASA POWER Daily,gridded_meteorological_proxy
1990-11-30,16.17,24.72,28.62,22.35,0.89,85.47,NASA POWER Daily,gridded_meteorological_proxy
1990-12-01,20.22,25.17,29.49,22.27,1.05,83.71,NASA POWER Daily,gridded_meteorological_proxy
1990-12-02,40.8,24.36,27.64,21.99,1.38,86.03,NASA POWER Daily,gridded_meteorological_proxy
1990-12-03,2.96,24.07,27.68,21.44,1.32,83.79,NASA POWER Daily,gridded_meteorological_proxy
1990-12-04,1.04,24.13,27.44,21.69,0.86,85.22,NASA POWER Daily,gridded_meteorological_proxy
1990-12-05,14.63,23.24,25.02,22.09,1.2,91.54,NASA POWER Daily,gridded_meteorological_proxy
1990-12-06,11.98,23.96,27.51,21.95,0.8,88.18,NASA POWER Daily,gridded_meteorological_proxy
1990-12-07,1.77,24.36,28.9,21.34,1.07,84.59,NASA POWER Daily,gridded_meteorological_proxy
1990-12-08,2.77,23.25,25.13,22.06,1.31,91.46,NASA POWER Daily,gridded_meteorological_proxy
1990-12-09,4.85,23.52,27.06,21.59,1.0,88.74,NASA POWER Daily,gridded_meteorological_proxy
1990-12-10,48.91,23.88,28.28,21.32,1.33,88.64,NASA POWER Daily,gridded_meteorological_proxy
1990-12-11,4.18,23.12,25.36,21.97,1.24,91.32,NASA POWER Daily,gridded_meteorological_proxy
1990-12-12,0.38,24.04,28.17,21.01,1.09,86.15,NASA POWER Daily,gridded_meteorological_proxy
1990-12-13,0.51,23.81,27.01,21.74,0.73,87.19,NASA POWER Daily,gridded_meteorological_proxy
1990-12-14,1.41,24.17,27.33,21.85,0.42,85.3,NASA POWER Daily,gridded_meteorological_proxy
1990-12-15,14.6,23.73,26.63,21.72,0.76,89.64,NASA POWER Daily,gridded_meteorological_proxy
1990-12-16,5.35,23.33,25.25,21.96,1.22,91.89,NASA POWER Daily,gridded_meteorological_proxy
1990-12-17,0.58,22.82,24.92,21.5,1.4,89.71,NASA POWER Daily,gridded_meteorological_proxy
1990-12-18,0.02,23.12,26.12,20.82,1.09,88.99,NASA POWER Daily,gridded_meteorological_proxy
1990-12-19,0.11,23.48,26.6,21.38,1.34,88.08,NASA POWER Daily,gridded_meteorological_proxy
1990-12-20,2.37,22.91,25.12,21.31,1.12,91.18,NASA POWER Daily,gridded_meteorological_proxy
1990-12-21,3.25,23.0,26.35,20.85,1.42,89.9,NASA POWER Daily,gridded_meteorological_proxy
1990-12-22,1.35,23.38,26.66,21.52,1.14,89.55,NASA POWER Daily,gridded_meteorological_proxy
1990-12-23,6.58,22.61,25.27,20.45,0.93,88.17,NASA POWER Daily,gridded_meteorological_proxy
1990-12-24,9.45,22.7,25.5,20.85,1.18,89.15,NASA POWER Daily,gridded_meteorological_proxy
1990-12-25,7.5,23.08,26.7,20.44,1.35,86.78,NASA POWER Daily,gridded_meteorological_proxy
1990-12-26,2.92,23.75,28.55,20.13,1.03,83.24,NASA POWER Daily,gridded_meteorological_proxy
1990-12-27,3.13,22.89,24.44,21.63,1.22,92.51,NASA POWER Daily,gridded_meteorological_proxy
1990-12-28,0.94,23.55,27.11,21.1,1.02,86.7,NASA POWER Daily,gridded_meteorological_proxy
1990-12-29,8.74,23.7,27.55,20.45,0.86,87.44,NASA POWER Daily,gridded_meteorological_proxy
1990-12-30,10.98,23.79,27.46,21.44,0.91,88.61,NASA POWER Daily,gridded_meteorological_proxy
1990-12-31,7.33,23.18,24.74,21.82,0.71,93.82,NASA POWER Daily,gridded_meteorological_proxy
1991-01-01,10.66,23.01,25.16,21.4,0.96,91.25,NASA POWER Daily,gridded_meteorological_proxy
1991-01-02,3.97,23.63,27.03,21.46,0.84,87.19,NASA POWER Daily,gridded_meteorological_proxy
1991-01-03,4.08,23.39,26.51,21.59,1.0,90.19,NASA POWER Daily,gridded_meteorological_proxy
1991-01-04,1.24,23.03,24.95,21.55,1.07,92.4,NASA POWER Daily,gridded_meteorological_proxy
1991-01-05,15.62,22.68,25.04,20.78,1.04,90.99,NASA POWER Daily,gridded_meteorological_proxy
1991-01-06,9.67,23.47,26.63,21.14,0.99,90.7,NASA POWER Daily,gridded_meteorological_proxy
1991-01-07,0.24,24.05,27.47,21.98,0.81,87.67,NASA POWER Daily,gridded_meteorological_proxy
1991-01-08,0.16,23.52,25.12,22.45,0.95,91.92,NASA POWER Daily,gridded_meteorological_proxy
1991-01-09,3.56,24.16,27.83,21.82,0.55,87.59,NASA POWER Daily,gridded_meteorological_proxy
1991-01-10,13.9,23.68,27.24,21.11,0.9,86.96,NASA POWER Daily,gridded_meteorological_proxy
1991-01-11,21.63,23.5,25.44,21.78,0.8,92.31,NASA POWER Daily,gridded_meteorological_proxy
1991-01-12,14.24,24.06,28.14,21.47,0.65,87.35,NASA POWER Daily,gridded_meteorological_proxy
1991-01-13,36.41,23.51,25.23,22.39,0.51,92.98,NASA POWER Daily,gridded_meteorological_proxy
1991-01-14,30.53,23.36,25.92,21.46,0.83,90.74,NASA POWER Daily,gridded_meteorological_proxy
1991-01-15,33.81,23.82,27.18,21.35,0.69,88.8,NASA POWER Daily,gridded_meteorological_proxy
1991-01-16,25.64,24.31,27.62,21.73,0.67,88.58,NASA POWER Daily,gridded_meteorological_proxy
1991-01-17,17.48,23.45,25.2,22.28,0.68,92.58,NASA POWER Daily,gridded_meteorological_proxy
1991-01-18,24.26,23.91,26.71,21.72,0.87,89.93,NASA POWER Daily,gridded_meteorological_proxy
1991-01-19,9.84,23.44,26.38,21.88,1.21,87.56,NASA POWER Daily,gridded_meteorological_proxy
1991-01-20,0.31,23.77,28.01,21.33,1.08,88.15,NASA POWER Daily,gridded_meteorological_proxy
1991-01-21,8.06,23.66,26.3,21.97,1.15,89.3,NASA POWER Daily,gridded_meteorological_proxy
1991-01-22,0.95,22.55,24.55,21.07,1.23,90.79,NASA POWER Daily,gridded_meteorological_proxy
1991-01-23,1.81,22.94,25.56,20.76,1.1,91.16,NASA POWER Daily,gridded_meteorological_proxy
1991-01-24,2.59,23.17,25.66,21.59,1.17,92.03,NASA POWER Daily,gridded_meteorological_proxy
1991-01-25,1.44,23.14,25.56,21.29,1.21,91.58,NASA POWER Daily,gridded_meteorological_proxy
1991-01-26,2.72,22.81,24.75,21.64,1.04,93.62,NASA POWER Daily,gridded_meteorological_proxy
1991-01-27,3.22,23.22,25.56,21.33,1.31,93.62,NASA POWER Daily,gridded_meteorological_proxy
1991-01-28,4.11,23.22,25.59,21.72,2.17,93.46,NASA POWER Daily,gridded_meteorological_proxy
1991-01-29,3.62,23.19,26.63,20.9,1.7,88.47,NASA POWER Daily,gridded_meteorological_proxy
1991-01-30,24.14,23.2,26.24,21.09,1.21,89.15,NASA POWER Daily,gridded_meteorological_proxy
1991-01-31,21.38,22.8,25.86,21.01,1.69,91.61,NASA POWER Daily,gridded_meteorological_proxy
1991-02-01,5.65,22.61,25.28,20.86,1.18,91.1,NASA POWER Daily,gridded_meteorological_proxy
1991-02-02,9.44,22.74,25.63,20.72,1.43,89.8,NASA POWER Daily,gridded_meteorological_proxy
1991-02-03,1.24,22.97,26.74,20.39,1.56,90.19,NASA POWER Daily,gridded_meteorological_proxy
1991-02-04,1.51,23.07,25.14,21.39,1.03,93.36,NASA POWER Daily,gridded_meteorological_proxy
1991-02-05,3.46,23.46,26.31,21.49,1.24,89.67,NASA POWER Daily,gridded_meteorological_proxy
1991-02-06,8.44,22.98,25.78,21.02,1.05,91.01,NASA POWER Daily,gridded_meteorological_proxy
1991-02-07,3.73,22.82,25.41,21.11,1.29,91.77,NASA POWER Daily,gridded_meteorological_proxy
1991-02-08,0.99,22.42,24.85,20.39,1.25,88.79,NASA POWER Daily,gridded_meteorological_proxy
1991-02-09,0.26,23.45,26.95,20.3,1.05,87.24,NASA POWER Daily,gridded_meteorological_proxy
1991-02-10,0.87,23.75,26.89,21.43,1.28,89.93,NASA POWER Daily,gridded_meteorological_proxy
1991-02-11,3.98,23.69,26.32,21.69,1.05,90.93,NASA POWER Daily,gridded_meteorological_proxy
1991-02-12,6.67,23.65,25.69,22.42,1.24,93.13,NASA POWER Daily,gridded_meteorological_proxy
1991-02-13,5.59,23.56,26.48,21.63,1.49,90.96,NASA POWER Daily,gridded_meteorological_proxy
1991-02-14,4.44,22.72,24.67,21.41,1.47,91.78,NASA POWER Daily,gridded_meteorological_proxy
1991-02-15,1.44,23.73,27.51,21.07,1.58,88.82,NASA POWER Daily,gridded_meteorological_proxy
1991-02-16,16.81,23.63,27.18,21.36,1.58,89.19,NASA POWER Daily,gridded_meteorological_proxy
1991-02-17,30.07,23.76,26.96,21.67,1.73,89.76,NASA POWER Daily,gridded_meteorological_proxy
1991-02-18,16.79,23.04,25.45,21.65,1.65,92.25,NASA POWER Daily,gridded_meteorological_proxy
1991-02-19,12.29,22.87,25.69,20.61,0.95,90.41,NASA POWER Daily,gridded_meteorological_proxy
1991-02-20,8.82,23.21,25.58,21.17,1.0,90.6,NASA POWER Daily,gridded_meteorological_proxy
1991-02-21,1.13,23.08,26.76,19.87,1.23,87.7,NASA POWER Daily,gridded_meteorological_proxy
1991-02-22,11.4,22.62,25.1,21.3,1.4,93.29,NASA POWER Daily,gridded_meteorological_proxy
1991-02-23,3.09,22.4,24.49,21.0,1.14,91.88,NASA POWER Daily,gridded_meteorological_proxy
1991-02-24,0.12,23.34,27.34,20.49,0.94,82.45,NASA POWER Daily,gridded_meteorological_proxy
1991-02-25,0.02,23.64,27.67,20.29,0.87,84.37,NASA POWER Daily,gridded_meteorological_proxy
1991-02-26,1.21,24.47,28.97,21.04,0.73,83.63,NASA POWER Daily,gridded_meteorological_proxy
1991-02-27,1.13,23.36,25.94,21.28,0.84,89.87,NASA POWER Daily,gridded_meteorological_proxy
1991-02-28,2.31,24.07,27.8,20.74,0.84,85.16,NASA POWER Daily,gridded_meteorological_proxy
1991-03-01,1.28,24.58,28.46,21.68,0.68,86.06,NASA POWER Daily,gridded_meteorological_proxy
1991-03-02,0.32,24.51,28.11,22.35,1.03,87.91,NASA POWER Daily,gridded_meteorological_proxy
1991-03-03,19.73,24.17,27.13,21.94,0.56,88.21,NASA POWER Daily,gridded_meteorological_proxy
1991-03-04,1.12,24.47,28.57,22.04,0.81,86.56,NASA POWER Daily,gridded_meteorological_proxy
1991-03-05,0.0,24.18,27.13,22.33,0.86,88.48,NASA POWER Daily,gridded_meteorological_proxy
1991-03-06,8.33,24.08,26.75,22.02,0.79,90.32,NASA POWER Daily,gridded_meteorological_proxy
1991-03-07,11.74,23.23,24.32,21.8,0.99,93.86,NASA POWER Daily,gridded_meteorological_proxy
1991-03-08,27.72,24.23,28.99,20.72,0.78,85.77,NASA POWER Daily,gridded_meteorological_proxy
1991-03-09,3.95,24.08,27.95,21.5,0.34,84.6,NASA POWER Daily,gridded_meteorological_proxy
1991-03-10,26.47,24.17,27.43,21.55,0.76,87.12,NASA POWER Daily,gridded_meteorological_proxy
1991-03-11,9.86,24.31,28.63,21.26,1.01,85.95,NASA POWER Daily,gridded_meteorological_proxy
1991-03-12,4.04,23.12,25.88,21.27,1.35,90.63,NASA POWER Daily,gridded_meteorological_proxy
1991-03-13,4.42,23.48,27.72,20.46,0.92,88.09,NASA POWER Daily,gridded_meteorological_proxy
1991-03-14,7.25,22.66,24.64,21.29,1.11,92.9,NASA POWER Daily,gridded_meteorological_proxy
1991-03-15,2.01,23.99,28.53,20.61,0.81,87.2,NASA POWER Daily,gridded_meteorological_proxy
1991-03-16,0.77,23.37,25.22,21.85,0.75,91.02,NASA POWER Daily,gridded_meteorological_proxy
1991-03-17,6.69,24.36,28.91,21.23,0.7,86.18,NASA POWER Daily,gridded_meteorological_proxy
1991-03-18,2.6,23.7,26.79,21.9,1.04,90.24,NASA POWER Daily,gridded_meteorological_proxy
1991-03-19,1.3,23.62,26.16,21.41,1.3,91.88,NASA POWER Daily,gridded_meteorological_proxy
1991-03-20,13.77,24.49,27.79,22.44,0.77,89.02,NASA POWER Daily,gridded_meteorological_proxy
1991-03-21,20.9,23.24,24.64,21.55,0.81,92.95,NASA POWER Daily,gridded_meteorological_proxy
1991-03-22,1.8,24.22,28.28,21.21,0.89,86.88,NASA POWER Daily,gridded_meteorological_proxy
1991-03-23,28.76,23.48,25.7,21.89,0.54,88.85,NASA POWER Daily,gridded_meteorological_proxy
1991-03-24,2.19,23.09,25.45,21.36,0.49,89.3,NASA POWER Daily,gridded_meteorological_proxy
1991-03-25,0.29,23.92,27.95,21.06,1.04,88.02,NASA POWER Daily,gridded_meteorological_proxy
1991-03-26,3.09,22.96,24.85,21.63,0.88,89.82,NASA POWER Daily,gridded_meteorological_proxy
1991-03-27,0.83,24.6,28.85,21.53,0.82,87.83,NASA POWER Daily,gridded_meteorological_proxy
1991-03-28,3.41,24.93,28.55,22.02,0.58,86.28,NASA POWER Daily,gridded_meteorological_proxy
1991-03-29,7.95,24.63,28.15,22.4,0.98,88.43,NASA POWER Daily,gridded_meteorological_proxy
1991-03-30,3.6,23.87,26.79,21.41,0.96,87.31,NASA POWER Daily,gridded_meteorological_proxy
1991-03-31,0.93,24.29,28.69,21.22,0.79,83.56,NASA POWER Daily,gridded_meteorological_proxy
1991-04-01,0.83,24.16,27.86,21.21,0.66,86.86,NASA POWER Daily,gridded_meteorological_proxy
1991-04-02,3.99,23.78,25.5,22.65,0.97,93.31,NASA POWER Daily,gridded_meteorological_proxy
1991-04-03,1.84,23.44,26.76,21.75,1.03,88.65,NASA POWER Daily,gridded_meteorological_proxy
1991-04-04,1.7,23.89,27.86,21.38,0.96,87.84,NASA POWER Daily,gridded_meteorological_proxy
1991-04-05,0.14,23.74,26.94,21.57,0.7,86.02,NASA POWER Daily,gridded_meteorological_proxy
1991-04-06,0.5,24.24,28.39,20.98,0.95,84.53,NASA POWER Daily,gridded_meteorological_proxy
1991-04-07,0.17,23.31,26.12,21.68,0.9,89.48,NASA POWER Daily,gridded_meteorological_proxy
1991-04-08,2.13,24.03,28.15,21.07,0.75,87.67,NASA POWER Daily,gridded_meteorological_proxy
1991-04-09,16.99,22.98,25.39,21.25,0.75,90.28,NASA POWER Daily,gridded_meteorological_proxy
1991-04-10,19.06,23.44,27.36,20.96,1.53,90.87,NASA POWER Daily,gridded_meteorological_proxy
1991-04-11,10.94,23.1,25.6,21.37,1.35,93.59,NASA POWER Daily,gridded_meteorological_proxy
1991-04-12,1.15,23.01,25.5,21.25,1.32,92.2,NASA POWER Daily,gridded_meteorological_proxy
1991-04-13,0.66,22.72,24.93,20.85,1.12,89.47,NASA POWER Daily,gridded_meteorological_proxy
1991-04-14,2.71,23.94,27.75,20.7,1.23,88.69,NASA POWER Daily,gridded_meteorological_proxy
1991-04-15,17.62,23.36,24.69,22.19,0.89,95.46,NASA POWER Daily,gridded_meteorological_proxy
1991-04-16,24.9,23.34,24.96,22.28,1.53,95.74,NASA POWER Daily,gridded_meteorological_proxy
1991-04-17,1.22,23.35,26.07,21.99,1.16,91.98,NASA POWER Daily,gridded_meteorological_proxy
1991-04-18,6.05,23.32,25.78,21.72,0.69,91.57,NASA POWER Daily,gridded_meteorological_proxy
1991-04-19,4.23,24.31,28.66,21.3,0.71,86.6,NASA POWER Daily,gridded_meteorological_proxy
1991-04-20,2.58,23.88,26.27,22.32,1.2,91.36,NASA POWER Daily,gridded_meteorological_proxy
1991-04-21,0.89,23.33,25.89,21.4,1.43,92.04,NASA POWER Daily,gridded_meteorological_proxy
1991-04-22,0.37,23.34,25.0,22.17,1.19,93.42,NASA POWER Daily,gridded_meteorological_proxy
1991-04-23,0.0,23.27,26.27,21.37,1.11,88.64,NASA POWER Daily,gridded_meteorological_proxy
1991-04-24,0.76,23.39,26.3,21.31,1.11,89.13,NASA POWER Daily,gridded_meteorological_proxy
1991-04-25,0.03,23.74,27.49,20.97,1.26,86.97,NASA POWER Daily,gridded_meteorological_proxy
1991-04-26,0.12,23.95,27.75,21.16,1.11,87.1,NASA POWER Daily,gridded_meteorological_proxy
1991-04-27,0.17,24.15,28.19,20.98,0.84,85.31,NASA POWER Daily,gridded_meteorological_proxy
1991-04-28,0.06,24.4,28.02,21.7,0.99,87.59,NASA POWER Daily,gridded_meteorological_proxy
1991-04-29,0.33,25.03,29.1,21.78,0.95,86.65,NASA POWER Daily,gridded_meteorological_proxy
1991-04-30,32.88,24.5,28.05,22.04,1.02,89.0,NASA POWER Daily,gridded_meteorological_proxy
1991-05-01,7.22,24.22,27.2,21.82,0.9,88.87,NASA POWER Daily,gridded_meteorological_proxy
1991-05-02,0.11,24.56,28.31,22.13,0.68,86.13,NASA POWER Daily,gridded_meteorological_proxy
1991-05-03,0.01,24.61,27.71,22.04,0.9,87.62,NASA POWER Daily,gridded_meteorological_proxy
1991-05-04,4.62,24.19,27.18,21.93,0.91,89.47,NASA POWER Daily,gridded_meteorological_proxy
1991-05-05,39.31,23.52,25.96,21.78,1.36,95.3,NASA POWER Daily,gridded_meteorological_proxy
1991-05-06,3.48,23.62,26.48,22.08,1.53,90.79,NASA POWER Daily,gridded_meteorological_proxy
1991-05-07,1.02,23.09,25.43,21.56,0.86,92.06,NASA POWER Daily,gridded_meteorological_proxy
1991-05-08,0.06,24.12,27.81,21.31,0.77,87.8,NASA POWER Daily,gridded_meteorological_proxy
1991-05-09,0.03,24.41,27.54,22.17,0.82,88.29,NASA POWER Daily,gridded_meteorological_proxy
1991-05-10,11.22,23.97,26.66,22.0,0.93,91.95,NASA POWER Daily,gridded_meteorological_proxy
1991-05-11,1.59,23.9,26.56,21.81,0.89,90.48,NASA POWER Daily,gridded_meteorological_proxy
1991-05-12,1.46,23.13,24.31,22.31,0.73,91.54,NASA POWER Daily,gridded_meteorological_proxy
1991-05-13,0.31,23.93,27.35,21.37,0.75,89.56,NASA POWER Daily,gridded_meteorological_proxy
1991-05-14,0.45,23.57,26.07,22.09,1.28,91.47,NASA POWER Daily,gridded_meteorological_proxy
1991-05-15,0.03,23.57,26.63,21.76,1.52,89.32,NASA POWER Daily,gridded_meteorological_proxy
1991-05-16,3.92,24.05,27.99,20.81,1.34,90.3,NASA POWER Daily,gridded_meteorological_proxy
1991-05-17,0.85,24.15,27.84,21.54,1.63,88.24,NASA POWER Daily,gridded_meteorological_proxy
1991-05-18,0.05,24.11,27.63,21.53,1.36,87.82,NASA POWER Daily,gridded_meteorological_proxy
1991-05-19,0.37,24.58,28.2,21.83,1.26,88.12,NASA POWER Daily,gridded_meteorological_proxy
1991-05-20,4.15,24.2,27.32,21.98,1.39,90.09,NASA POWER Daily,gridded_meteorological_proxy
1991-05-21,0.3,24.02,27.33,21.67,1.28,89.28,NASA POWER Daily,gridded_meteorological_proxy
