tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
12-09-2026,06:00,22.0,Berawan,76.0,0.3
12-09-2026,07:00,22.0,Berawan,76.0,0.3
12-09-2026,08:00,22.0,Berawan,76.0,0.3
12-09-2026,09:00,22.0,Berawan,76.0,0.3
12-09-2026,10:00,22.0,Berawan,76.0,0.3
12-09-2026,11:00,23.0,Berawan,73.0,3.8
12-09-2026,12:00,23.0,Berawan,73.0,3.8
12-09-2026,13:00,23.0,Berawan,73.0,3.8
12-09-2026,14:00,19.0,Hujan Ringan,94.0,2.2
12-09-2026,15:00,19.0,Hujan Ringan,94.0,2.2
12-09-2026,16:00,19.0,Hujan Ringan,94.0,2.2
12-09-2026,17:00,18.0,Berawan,97.0,0.9
12-09-2026,18:00,18.0,Berawan,97.0,0.9
12-09-2026,19:00,18.0,Berawan,97.0,0.9
12-09-2026,20:00,17.0,Berawan,97.0,1.1
12-09-2026,21:00,17.0,Berawan,97.0,1.1
12-09-2026,22:00,17.0,Berawan,97.0,1.1
12-09-2026,23:00,17.0,Berawan,97.0,1.1
